"Dataset_ID","Latitude","Longitude","Reconstruction","Simulation"
2953,48.67222,-124.844,0,0.09375
2954,64.35,-151.29,0,0.130434782608696
2955,52.24167,-117.217,0,0
2956,46.32431,-92.7808,0,0
2959,41.97,-71.13,0.0606060606060606,0.0303030303030303
2960,42.56111,-78.9339,1,0
2961,42.4,-85.3833,0,0.0689655172413793
2962,59.25,-114.15,0.181818181818182,0.545454545454545
3029,46.11667,-94.1167,0.111111111111111,0.277777777777778
3031,45.00502,-93.5728,0.04,0
3032,46.42917,-85.6611,0,0.05
3033,63.47,-150.88,0.0476190476190476,0.0952380952380952
3035,45.34,-90.08,0.129032258064516,0.161290322580645
3039,37.725,-119.625,0,0.333333333333333
3040,71.16667,-179.75,0,0
3041,43.9,-80.4,0.0869565217391304,0
3042,43.91,-80.4,0.0714285714285714,0.0357142857142857
3043,-42.5436,147.3006,0.5,0
3046,48.51,-79.64,0.6,0.15
3047,46.75493,-87.9425,0,0
3048,56.76667,-119.483,0,0
3050,43.03,-93.87,0.214285714285714,0.0357142857142857
3051,45.55,-78.64,0,0
3054,37.71109,-105.741,0.307692307692308,0
3056,37.56953,-105.514,0.3,0
3058,45.25397,-67.3317,0,0.1
3060,37.36667,-110.867,0.272727272727273,0.0909090909090909
3074,-0.76667,-47.85,0.0714285714285714,0
3078,62.66667,147.9833,0.2,0
3080,62.66667,147.9833,0.5,0
3081,43.91694,-89.1669,0.0344827586206897,0.0344827586206897
3125,50.69095,-99.6584,0.423076923076923,0
3126,34.40556,-95.8083,0.538461538461538,0
3130,44.18236,-73.9696,0,0
3132,29.58333,-97.6083,0.423076923076923,0.153846153846154
3138,46.41694,-92.7169,0.181818181818182,0
3149,60.35667,-123.647,0,0
3452,45.3,-90.35,0.1875,0
3454,44.19583,-79.5128,0.222222222222222,0
3468,45.42363,-93.6907,0,0
3471,57.11667,-76.3783,0.0625,0.125
3473,46.25,-89.9,0.142857142857143,0.0714285714285714
3482,48.14256,-91.1125,0.333333333333333,0
3483,48.14256,-91.1125,0.5,0
3484,30.725,-83.2583,0,0
3487,44.98419,-97.3501,0.0869565217391304,0
3488,43.1,-89.4167,0,0
3492,47.24476,-95.0077,0.148148148148148,0.0740740740740741
3493,41.81115,-73.2927,0.0967741935483871,0.0967741935483871
3494,-17.025,-67.35,0.363636363636364,0
3497,42.54358,-78.478,0.363636363636364,0.272727272727273
3499,48.85,142,0,0
3500,30.36667,-97.1167,0.1875,0.15625
3501,38.90363,-89.1898,1,1
3557,-40.9525,-72.905,0.411764705882353,0.235294117647059
3558,45.04,-93.63,0,0
3559,41.57611,-87.2225,0,0
3561,34.46222,-111.345,0.444444444444444,0.0555555555555556
3563,41.57,-85.25,0.103448275862069,0.0689655172413793
3565,46.89194,-71.8078,0.166666666666667,0
3568,46.92222,-95.575,0.25,0
3582,36.16667,-76.6833,0.0714285714285714,0.0714285714285714
3610,-19,-46.7667,0,0
3611,33.86667,-108.25,0,0
3771,56.63333,-63.8833,0,0
3774,47.0747,-98.5866,0.307692307692308,0
3775,45.25397,-67.3317,0.142857142857143,0.142857142857143
3781,45.3,-91.45,0,0.0769230769230769
3790,42.51667,-72.2125,0.117647058823529,0.0588235294117647
3830,44.1483,-74.0557,0,0
3839,45.03333,-77.4333,0,0
3840,34.16759,-80.7762,0.235294117647059,0.176470588235294
3858,42.63333,-73.6,0,0
3859,42.18417,28.91667,1,0
3861,49.48079,90.49975,0.181818181818182,0.0909090909090909
3865,57.23528,-3.71056,0.125,0.1875
3866,61.8947,25.21692,0.304347826086957,0.260869565217391
3868,39.94056,3.958611,0.2,0.133333333333333
3869,44.24167,6.702222,0.181818181818182,0.181818181818182
3870,43.11778,-4.01667,0,0.2
3872,45.63333,2.933333,0.0454545454545455,0
3874,46.725,7.575,0.461538461538462,0.153846153846154
3875,46.725,7.575,0.137931034482759,0.103448275862069
3876,43.28333,41.29167,0.2,0
3878,43.26667,41.29167,0.5,0
3879,57.31333,-3.90841,0.111111111111111,0.111111111111111
3882,59.06,26.24,0.153846153846154,0.0384615384615385
3883,42.32984,27.72455,0.0666666666666667,0
3884,42.32984,27.72455,0,0
3887,49.4625,2.691111,0.136363636363636,0
3889,43.19554,27.82777,0.0909090909090909,0
3890,58.40981,13.81996,0.3,0.6
3892,48.01333,6.994444,0.0357142857142857,0.0714285714285714
3893,43.25028,-1.55111,0,0.153846153846154
3894,48.45611,1.793611,0.105263157894737,0
3896,66.375,37.51667,0,0
3898,68.85,66.9,0.263157894736842,0
3900,47.18611,-1.85806,0,0
3902,54.08528,24.12111,0.153846153846154,0.0384615384615385
3910,43.03333,-2.05,0,0.25
3913,52.18333,-7.03333,0.0625,0.1875
3923,57.18367,16.14528,0.181818181818182,0.636363636363636
3926,41.73302,23.52418,0.333333333333333,0
3927,37.54167,31.5,0.133333333333333,0
3928,62.03333,32.76667,0.217391304347826,0.173913043478261
3930,43.8,7.1,0,0.3125
3931,55.45396,13.78026,0,0
3932,58.33456,13.65607,0.285714285714286,0.714285714285714
3934,57.709,12.34641,0,0.375
3935,49.04174,15.19097,0.111111111111111,0
3937,64.9111,11.66065,0.277777777777778,0.0555555555555556
3938,52.54316,20.67577,0.148148148148148,0
3940,56.32083,-3.19472,1,0
3945,63.66731,123.2456,0,0
3946,46.25917,7.843056,0.0454545454545455,0.0454545454545455
3951,48.41667,-3.66667,0,0
3953,50.90621,0.67685,0,0
3956,58.25,85.16667,0.285714285714286,0
3966,54.18523,-6.04608,0,0
3969,58.07376,-5.03553,0,0.5
3971,54.30019,-5.98393,0,0
3972,47.25444,-1.80028,0.117647058823529,0
3973,44.39111,6.404167,0.0588235294117647,0.235294117647059
3975,61.97684,129.3779,0,0.0555555555555556
3977,45.44444,2.875278,0.0769230769230769,0
3984,50.96475,106.6465,0,0
3985,56.06667,161,0,0
3986,57.335,33,0.285714285714286,0.0714285714285714
3988,57.57486,-5.14263,0,0
3990,44.15028,7.243333,0.384615384615385,0.230769230769231
3991,55.07767,-4.2993,0,0
3994,43.01968,12.87573,0.352941176470588,0
3995,52.35,-6.6,0,0
3996,52.35,-6.6,0.5,0
3999,39.87056,4.131389,0.2,0.2
4002,54.25,-9.6,0.04,0.12
4004,54.33333,-5.98333,0,0
4005,43.11667,-4.36417,0,0.142857142857143
4010,48.18924,98.76251,0.466666666666667,0
4011,58.32288,14.70652,0,0.111111111111111
4017,62.31667,33.85,0.2,0.12
4020,51.33333,99.38333,0.142857142857143,0.142857142857143
4021,58.29591,-5.12887,0.384615384615385,0
4024,47.16667,13.86667,0.2,0.2
4025,48.7767,16.42123,0.307692307692308,0
4028,43.56639,3.916667,0,0.125
4030,52.6242,111.5005,0,0.333333333333333
4031,58.36667,23.96667,0,0.2
4032,43.12139,-3.70056,0,0.25
4040,62.61594,12.13394,0.545454545454545,0
4041,59.70115,6.173345,0.1875,0.0625
4042,58.55679,13.67319,0.0833333333333333,0.208333333333333
4045,53.66667,8.763889,0.181818181818182,0
4047,48.51667,-1,0,0
4050,47.36667,-2.25,0.1,0.2
4053,48.51667,-0.83333,0,0
4055,48.51667,-0.83333,0,0
4056,48.44444,-0.19167,0.166666666666667,0.0714285714285714
4057,62.57327,10.12398,0.285714285714286,0.357142857142857
4058,47.11667,13.9,0.0869565217391304,0.173913043478261
4059,52.32201,17.3655,0.0588235294117647,0
4060,39.93694,3.965,0.375,0.125
4062,56.21884,15.21014,0.6,0.6
4063,44.10742,26.91169,0,0
4069,57.18226,-6.277,0.166666666666667,0.166666666666667
4071,40.66667,22.31667,0,0
4078,62.2,33.8,0.346153846153846,0.153846153846154
4081,50.2618,106.6188,0.647058823529412,0
4082,56.28834,12.51948,0.444444444444444,0.333333333333333
4083,39.16058,22.83784,0.0666666666666667,0.133333333333333
4084,56.5436,14.6097,0.333333333333333,0.666666666666667
4085,56.23333,15.31667,0.75,0.75
4086,50.54122,-4.61178,0.307692307692308,0
4087,50.54122,-4.61178,0.333333333333333,0.166666666666667
4092,60.62404,24.25122,0.166666666666667,0.0833333333333333
4095,52.5,0.833333,0.0740740740740741,0.111111111111111
4097,48.67256,88.28455,0.0909090909090909,0.181818181818182
4102,50.6286,100.2267,0.1,0.1
4103,33.10556,35.52833,0.0666666666666667,0
4107,59.10972,27.50783,0.166666666666667,0.0416666666666667
4114,39.7625,20.73056,0.148148148148148,0.0740740740740741
4115,60.2149,22.79906,0.111111111111111,0.111111111111111
4116,56.81667,38.76667,0,0
4117,56.81667,38.76667,0.142857142857143,0.142857142857143
4118,49.04167,19.67778,0.137931034482759,0.0344827586206897
4120,49.3705,21.8875,0.125,0
4127,49.23475,14.62598,0.0909090909090909,0.0909090909090909
4133,61.41513,25.86881,0.19047619047619,0.285714285714286
4134,60.73814,24.21983,0.111111111111111,0.111111111111111
4135,56.53516,14.55571,0.2,0.6
4136,66.12667,28.99524,0.4,0
4137,38.425,30.8,0.0769230769230769,0
4138,56.76667,60.75,0.266666666666667,0
4139,58.38333,22.2,0,0
4142,40.55194,21.32222,0,0.222222222222222
4143,40.28333,36.15,0.388888888888889,0.166666666666667
4145,65.08333,32.16667,0.375,0.125
4147,40.6279,21.59921,0.25,0.15
4148,40.6125,21.58611,0,0
4150,52.8079,-2.109,0.214285714285714,0.107142857142857
4151,60.85774,24.49056,0.3,0
4154,54.70694,17.28472,0.0909090909090909,0
4156,60.29171,20.14137,0.2,0
4161,36.875,28.64167,0.181818181818182,0
4162,55.50078,13.74492,0.0454545454545455,0
4163,66.37107,37.58162,0,0
4164,56.27346,15.00843,0.5,0.625
4168,60.78455,23.85616,0.0476190476190476,0.0476190476190476
4169,67.83333,33.66667,0.5,0
4170,41.98333,24.33333,0.2,0
4171,41.98333,24.33333,0.384615384615385,0
4173,54.26583,-6.10082,0,0
4174,54.26583,-6.10082,0.0833333333333333,0
4181,60.14759,21.86014,0.375,0.125
4183,64.56667,30.53333,0.5,0
4184,42.13552,-6.79364,0.0909090909090909,0.0303030303030303
4186,44.76722,6.536944,0.25,0.0833333333333333
4187,47.34194,-1.93417,0,0.0769230769230769
4188,48.54833,-0.25833,0.181818181818182,0.136363636363636
4189,53.06966,0.08387,0,0
4192,52.54901,17.38084,0,0
4197,45.47333,5.416667,0,0
4198,45.47333,5.416667,0,0
4199,45.47333,5.416667,0.19047619047619,0.0476190476190476
4200,59.80167,14.62333,0.181818181818182,0.0454545454545455
4201,44.1,6.71,0.222222222222222,0.444444444444444
4203,59.30546,27.57509,0.0952380952380952,0
4205,57.08333,12.53333,0,0.285714285714286
4207,57.73429,13.33269,0.333333333333333,0.666666666666667
4209,56.14813,-4.6259,0,0
4211,44.06,7.46,0.272727272727273,0.242424242424242
4213,47.03,7.3,0.0476190476190476,0
4215,47.55444,-2.93222,0,0.375
4216,47.32833,-1.50111,0,0
4223,43.72186,40.70077,0.727272727272727,0
4225,46.44444,-0.86222,0.5,0
4228,50.12278,6.063056,0,0
4239,65.61709,29.61124,0.230769230769231,0
4241,59.44,25,0,0.222222222222222
4245,58.69524,86.78552,0.25,0
4247,41.7,23.03333,0,0
4249,52.58592,0.07036,0,0
4251,57.68456,-5.454,0.181818181818182,0
4256,42.11301,12.31706,0,0.08
4257,69.04527,20.97475,0.157894736842105,0
4258,42.54718,23.2917,0.5,0
4259,62.34206,26.23393,0.4,0.2
4269,49.00223,14.77806,0.136363636363636,0
4272,51.04833,4.176389,0,0
4275,40.93124,15.60519,0.125,0.0625
4279,56.9975,-3.4325,0.333333333333333,0.25
4283,60.12146,21.58979,0.25,0
4285,44.06,7.44,0.333333333333333,0.333333333333333
4286,68.91667,21,0.15,0
4287,58.31761,14.21136,0.4,0.6
4288,61.80556,33.5,0.2,0.266666666666667
4293,54.27048,-5.95509,0,0
4294,39.1,-0.68333,0,0.142857142857143
4296,39.1,-0.68333,0.476190476190476,0.0952380952380952
4299,62.75,34.58333,0.166666666666667,0.166666666666667
4304,57.18333,39.45139,0,0.125
4306,54,15.05,0.285714285714286,0.0714285714285714
4308,58.00009,24.68735,0.0625,0
4309,58.5959,12.17463,0.166666666666667,0.333333333333333
4311,45.45194,2.622778,0.189189189189189,0
4314,53.26346,25.99919,0.428571428571429,0
4316,67.53333,70.16667,0,0
4317,61.30058,129.5558,0,0.0769230769230769
4319,48.98832,16.3928,0,0
4320,51.69667,23.95667,0.0909090909090909,0
4323,44.15556,10.78,0,0
4326,36.26667,29.3,0,0
4330,44.3,10.22,0,0.0833333333333333
4332,58.27592,25.50484,0.214285714285714,0
4338,54.3125,24.73111,0.529411764705882,0.117647058823529
4340,44.52222,6.183333,0,0.0714285714285714
4347,58.38142,82.9271,0.142857142857143,0.0952380952380952
4348,45.7075,2.046667,0,0
4351,56.41204,-2.90744,0.2,0.6
4352,47.21389,-1.55611,0,0
4355,41.70757,23.50822,0.0666666666666667,0
4358,43.19015,27.67579,0,0
4359,45.84972,1.645833,0.0416666666666667,0.0416666666666667
4360,66.35,30.56667,0.526315789473684,0
4362,57.68477,27.25948,0,0
4363,64.67355,27.8601,0.333333333333333,0
4364,49.47269,19.81135,0.0869565217391304,0
4367,42.03333,-3.01667,0.171428571428571,0.314285714285714
4369,58.59222,26.64967,0.0434782608695652,0.0434782608695652
4372,69.35,20.31667,0.153846153846154,0
4373,45.34833,5.655278,0.193548387096774,0.0967741935483871
4374,45.34833,5.655278,0.0416666666666667,0.0833333333333333
4375,45.425,5.608333,0.206896551724138,0
4376,52.43972,0.438056,0,0
4377,49.42377,21.27779,0,0
4378,49.25165,14.08929,0.25,0
4380,43.63846,41.14052,0,0
4382,47.07556,8.325556,0,0
4383,47.07556,8.325556,0.08,0.04
4385,58.13333,-6.88333,0.35,0
4387,52.12343,18.90654,0.5,0.5
4388,49.74255,21.54422,0.125,0
4389,49.74255,21.54422,0.0769230769230769,0.153846153846154
4391,64.08333,32.63333,0.117647058823529,0.117647058823529
4392,66.16667,29.15,0,0
4393,60.43837,24.17711,0.333333333333333,0.0555555555555556
4396,56.76882,38.77603,0.25,0.25
4397,52.54984,17.35631,0,0
4398,52.54984,17.35631,0.0434782608695652,0
4402,43.05,-2.71667,0,0.210526315789474
4403,57.16313,12.41426,0,0
4404,36.77361,-2.60139,0,0
4405,65.91702,29.18661,0,0
4409,43.66667,40.48056,0.181818181818182,0
4410,47.80944,-2.46806,0,0.263157894736842
4411,47.80944,-2.46806,0,0.235294117647059
4415,65.09296,32.96292,0.454545454545455,0.0909090909090909
4417,43.23333,41.43056,0.6,0
4418,44.61361,6.556944,0.6,0.0857142857142857
4420,61.3,22.06667,0.111111111111111,0.111111111111111
4421,58.0725,-5.194,0.0769230769230769,0.115384615384615
4423,45.42583,5.628611,0,0
4424,45.42583,5.628611,0,0
4427,44.42,6.336389,0,0
4428,49.04641,20.332,0.0555555555555556,0.0555555555555556
4431,57.1894,16.15266,0.454545454545455,0.727272727272727
4435,50.78295,20.77591,0.0869565217391304,0
4436,54.77694,-6.25833,0.241379310344828,0.103448275862069
4437,48.03194,7,0,0
4441,45.3825,-1.115,0,0
4442,36.9975,29.89833,0.05,0.05
4443,65.83333,34.33333,0.384615384615385,0.230769230769231
4445,56.12846,8.61341,0.0454545454545455,0.227272727272727
4446,56.12846,8.61341,0,0.111111111111111
4449,56.68361,14.59256,0.285714285714286,0.714285714285714
4450,48.25,-3.5,0,0
4452,77.92761,15.42529,1,0
4461,47.26861,-1.75,0.0666666666666667,0
4462,52.25,39.83333,0.1,0
4463,47.265,-2.01667,0.133333333333333,0.2
4466,54.03333,28.1,0.111111111111111,0.0740740740740741
4467,42.06517,23.56001,0.166666666666667,0
4468,69.603,28.83694,0.05,0.05
4469,48.94393,17.06935,0.0588235294117647,0
4470,55.49528,21.29222,0,0
4472,61.21667,28.11667,0.217391304347826,0.260869565217391
4473,49.63333,21.1,0,0
4476,49.11144,22.82728,0.0714285714285714,0
4479,49.73807,21.56259,0.208333333333333,0.0833333333333333
4481,57.33333,88.16667,0.466666666666667,0
4482,40.96361,24.26277,0,0
4483,41.40528,2.248333,0,0.5
4484,54.71194,-1.2988,0.2,0.12
4485,42.36667,22.83333,0,0
4489,57.48333,14.46667,0.125,0.5625
4490,59.43194,24.89246,0,0.214285714285714
4492,43.15,-3.43333,0,0.333333333333333
4493,43.41312,5.91072,0.0833333333333333,0.333333333333333
4494,69.87599,23.4592,0,0
4497,58.5,22.33333,0.1,0
4498,61.3398,21.95107,0.285714285714286,0.142857142857143
4501,47.17222,13.9,0.257142857142857,0.228571428571429
4502,51.01778,3.944722,0,0
4504,37.58333,45.46667,0.285714285714286,0.0952380952380952
4505,56.31667,57.88333,0.117647058823529,0
4507,44.39111,6.404167,0.111111111111111,0.222222222222222
4510,64.67355,27.8601,0.428571428571429,0.0714285714285714
4517,50.60464,16.21324,0.105263157894737,0
4518,57.13371,15.93773,0.375,0.5
4523,58.5205,25.42171,0,0
4524,48.41667,1.75,0,0
4527,48.97805,17.20026,0.15625,0.03125
4529,52.51667,0.25,0,0
4531,58.46667,22.38333,0.157894736842105,0.105263157894737
4532,52.69278,0.339444,0,0
4533,52.34115,0.05522,0.166666666666667,0
4539,62.13333,22.86667,0.210526315789474,0.0526315789473684
4541,49.75,25.45,0.333333333333333,0
4542,65.11667,32.63333,0.5,0.125
4543,63.9,36.25,0.642857142857143,0
4545,49.07398,14.34743,0.222222222222222,0.0555555555555556
4548,35.53333,46.11667,0.032258064516129,0.0967741935483871
4549,46.85833,11.025,0.333333333333333,0.0833333333333333
4551,46.36139,19.99417,0.272727272727273,0
4554,49.78333,21.46667,0.0714285714285714,0.214285714285714
4555,45.88472,6.749444,0.037037037037037,0.111111111111111
4558,42.57444,-72.5086,0,0
10981,45.3855,-63.5598,0,0.333333333333333
12023,21.5661,-88.0865,0.857142857142857,0
13029,44.5924,-93.4132,0,0
13032,44.21895,-93.8402,0,0
13047,45.0265,-83.61,0.142857142857143,0
13051,46.5986,-96.1868,0,0
13053,20.3882,-101.256,0.421052631578947,0.368421052631579
13055,20.43105,-101.249,0.166666666666667,0.277777777777778
13060,46.30235,-91.166,0,0
13069,46.3815,-91.4935,0,0
13071,45.19145,-90.608,0,0
13073,45.9915,-89.6208,0,0
13097,46.21517,-89.3208,0,0
14104,41.98044,-88.2444,0.25,0.166666666666667
14110,52.95853,-6.42574,0.0434782608695652,0.0434782608695652
14125,53.32469,-7.98346,0,0
14134,35.51763,135.8867,0,0
14177,53.32062,-7.63069,0.0869565217391304,0.0434782608695652
14264,-13.2629,-63.7099,0,0.1
14266,-13.3448,-63.5242,0,0
14270,45.19932,-94.8787,0,0
14274,53.76021,-9.56165,0.08,0.08
14276,53.08225,-7.99204,0,0
14278,52.01836,-9.53218,0,0
14289,52.19509,-10.1656,0,0
14291,52.00749,-9.53339,0,0
14370,41.31712,-72.7843,0,0
14410,46.54264,-86.0378,0,0
14446,45.78657,-92.219,0,0
14491,38.04217,-121.868,0.2,0.2
14494,38.0723,-122.033,0.75,0
14498,50.78055,-115.93,0,0
14510,51.96283,-9.58186,0,0
14512,53.36567,-7.41256,0.0666666666666667,0.1
14521,53.91891,-9.58825,0.037037037037037,0.148148148148148
14523,53.95335,-9.72314,0.0434782608695652,0.130434782608696
14525,54.04048,-9.43477,0,0.0434782608695652
14527,54.05008,-9.639,0.0454545454545455,0.0909090909090909
14529,53.17034,-7.82615,0.25,0
14535,44.19291,-93.6398,0,0
14537,44.35444,-93.3659,0,0
14539,45.14181,-93.7392,0,0
14549,37.67214,-112.792,0.258064516129032,0
14554,53.75884,-9.55729,0,0
14556,52.04027,-9.48088,0.0434782608695652,0.130434782608696
14558,53.39081,-7.66157,0.333333333333333,0
14560,43.45155,-7.0625,0,0
14562,54.2439,-8.37187,0,0
14564,51.80281,-9.68578,0,0
14612,37.27446,96.90074,0.260869565217391,0.0434782608695652
14614,42.34272,-81.8447,0.2,0
14619,33.45,102.6333,0.55,0.1
14622,-45.0272,168.5737,0.5,0
14624,46.35065,-69.0517,0,0
14626,44.69339,-93.3212,0,0
14629,-44.964,168.4928,0.5,0
14631,43.60715,-94.4736,0,0
14633,45.16204,-94.0929,0,0
14635,44.33349,-93.2121,0,0
14637,44.22954,-93.6654,0,0
14639,44.65102,-93.4605,0,0
14641,44.80876,-93.9344,0,0
14643,44.3138,-93.9144,0,0
14645,45.4217,-94.0755,0,0
14648,35.26468,106.3088,0,0
14650,37.67773,-105.725,1,0
14674,44.3132,-68.2236,0,0.0869565217391304
14676,46.33482,-69.0494,0.266666666666667,0
14678,44.0651,-68.6354,0,0
14680,44.03183,-68.6304,0,0
14682,44.57308,-67.5307,0.0909090909090909,0
14684,44.37328,-68.0726,0,0
14768,46.29,-67.88,0.25,0.125
14792,47.67692,-124.019,0.0384615384615385,0.0384615384615385
14794,51.1066,-127.534,0,0.0344827586206897
14797,44.71756,-67.2029,0.285714285714286,0
14799,37.8505,-119.66,0.571428571428571,0.0714285714285714
14803,45.70695,-114.983,0.0476190476190476,0.19047619047619
14884,45.89173,-114.263,0,0.25
14889,46.54264,-86.0378,0,0
14911,46.32024,-114.652,0.222222222222222,0.222222222222222
14921,-5.78747,145.0432,0,0
14923,45.84056,-113.44,0.269230769230769,0.307692307692308
14925,62.91475,-69.8791,0,0
14928,30.19221,-93.2794,0,0
14930,62.84547,-67.3415,0,0.75
14933,46.2287,-85.3803,0,0
14935,47.88369,-123.351,0,0
14938,47.71292,-123.533,0,0.0384615384615385
14941,-4.02063,137.2169,0,0
14944,36.6307,-112.239,0.363636363636364,0.0909090909090909
14946,65.94163,-22.6733,0,0
14948,66.62246,-61.6493,0,0
14951,36.37113,-112.147,0.157894736842105,0
14955,30.05034,-92.7095,0,0.0714285714285714
14957,41.62329,-85.2121,0.0555555555555556,0.277777777777778
14959,-42.6799,146.5912,0,0
14963,-5.82037,145.089,0,0
14972,-41.1267,144.6746,0.333333333333333,0
14995,70.47501,-157.342,0.142857142857143,0.142857142857143
14997,41.97078,-70.0103,0,0
14999,41.73913,-69.9921,0,0
15003,41.798,-69.9606,0,0
15005,-35.707,148.8864,0.4,0
15007,41.6982,-70.1361,0,0
15009,41.82961,-69.9847,0,0
15020,41.68999,-70.3641,0,0
15022,41.59412,-70.5328,0,0
15032,47.12942,-88.317,0.1,0
15035,47.912,-89.0908,0,0
15059,-41.5079,146.3847,0,0
15061,-42.3502,-71.2888,0.35,0.25
15074,41.19098,-122.511,0.44,0
15081,37.43255,-85.7246,0,0.333333333333333
15088,36.03015,-85.5013,0.0666666666666667,0.266666666666667
15099,13.95191,-90.6597,0.5,0
15101,-42.4887,-71.3971,0.210526315789474,0.263157894736842
15103,-41.5107,-71.5071,0.260869565217391,0.304347826086957
15106,37.90211,-107.615,0.529411764705882,0.0588235294117647
15115,-41.3596,-71.5088,0.7,0.5
15130,-43.436,-71.5613,0.28,0.28
15132,-41.0703,-71.4935,0.333333333333333,0.291666666666667
15136,48.0859,-98.9294,0,0
15138,49.45025,-99.2891,0.0454545454545455,0
15140,51.2878,-101.325,0.133333333333333,0
15142,41.93619,-70.7574,0,0
15146,41.93619,-70.7574,0,0
15153,46.43312,-98.2894,0.222222222222222,0
15157,67.15792,-151.86,0,0
15175,67.12406,-150.745,0,0
15185,67.07084,-154.245,0.0344827586206897,0.172413793103448
15187,67.12648,-151.384,0,0
15189,67.11124,-152.491,0,0.136363636363636
15191,35.17355,-79.0898,0,0.142857142857143
15197,18.37615,-94.9556,0,0.1
15201,39.2949,-105.538,0.375,0
15205,38.03028,-76.2144,0.0909090909090909,0.136363636363636
15207,38.53722,-76.4864,0.125,0.1875
15209,38.88611,-76.3944,0.266666666666667,0.2
15211,38.02667,-76.2197,0,0
15214,51.66862,-121.454,0,0.111111111111111
15221,32.04361,-95.5052,0.571428571428571,0
15223,32.04592,-95.5062,0.428571428571429,0
15242,41.6355,-87.0945,0.285714285714286,0
15244,41.61499,-86.8467,0.111111111111111,0
15247,-13.6123,-73.3183,0.0476190476190476,0.166666666666667
15259,-54.8707,-67.2967,0.28125,0.03125
15276,50.16663,-127.752,0,0
15284,51.19438,-127.382,0.125,0.0625
15286,49.76341,-95.1917,0.181818181818182,0.0909090909090909
15288,50.1832,-127.698,0,0.0303030303030303
15290,-37.1079,149.1378,0.105263157894737,0.157894736842105
15292,43.09816,-78.0027,0.1875,0
15294,44.98885,-93.5564,0,0
15296,43.09791,-78.0145,0.142857142857143,0.0714285714285714
15298,40.00076,-105.562,0.25,0.125
15302,43.80016,-89.5943,0.037037037037037,0
15306,-52.0371,-71.8761,0.40625,0.125
15309,46.34668,-84.8576,0,0
15323,56.24278,-130.055,0,0.555555555555556
15325,42.5375,-72.1829,0.166666666666667,0
15327,42.5375,-72.1829,0.625,0
15331,-45.6886,-71.8379,0.451612903225806,0.032258064516129
15342,57.59498,-130.096,0.333333333333333,0.388888888888889
15350,42.02879,-74.6042,0,0.0625
15356,35.832,-105.722,0.178571428571429,0.0714285714285714
15359,56.23998,-130.069,1,0
15363,30.145,-95.5745,0.333333333333333,0
15366,-7.6351,-77.4747,0,0.166666666666667
15368,40.49996,-114.031,0.25,0
15371,26.102,-80.7375,0.75,0
15377,26.1025,-80.736,0.75,0
15385,41.015,-121.573,0.333333333333333,0
15392,67.18238,-63.2495,0,0.142857142857143
15396,33.291,-117.461,0.166666666666667,0
15399,61.564,-137.229,0,0
15403,47.68381,-95.3984,0.2,0
15406,63.56466,-143.918,0.125,0
15408,37.4235,-119.579,0.210526315789474,0.0526315789473684
15410,37.4235,-119.579,0,0
15413,60.62288,-150.759,0.0384615384615385,0.115384615384615
15415,43.2765,-79.9075,0,0
15417,57.4844,-130.829,0.1,0.3
15420,58.89215,-129.834,0.0625,0.3125
15462,50.71505,-57.3744,0.368421052631579,0.105263157894737
15487,43.35538,-85.3568,0,0
15489,46.013,-92.125,0,0
15492,44.02276,-85.2833,0,0
15494,32.967,-116.583,0,0
15511,42.861,-85.2115,0,0
15580,44.51785,-116.152,0.428571428571429,0
15586,44.9253,-116.048,0.652173913043478,0.260869565217391
15588,43.02469,-77.5738,0.15,0
15591,33.77433,-116.666,0,0
15594,33.76857,-116.664,0.333333333333333,0
15597,51.435,-83.6175,0,0
15612,34.55226,133.9505,0,0
15624,35.35,134.1333,0,0
15627,60.7165,-150.533,0,0.133333333333333
15630,51.6175,-82.293,0,0
15635,51.0289,-84.488,0,0
15641,32.55492,-95.1632,0,0
15646,41.34652,-122.56,0.16,0
15649,35.65393,136.1308,0,0.04
15660,46.52,-86.35,0,0
15665,34.73056,132.3875,0,0
15667,49.11905,-119.683,0,0.217391304347826
15678,35.40833,134.5667,0,0
15680,39.05359,-120.386,0.125,0.0625
15682,46.8335,-87.9213,0,0.05
15696,31.50844,-92.1315,0,0
15700,54.0236,-101.259,0.5,0
15702,45.43,-61.35,0,0.75
15704,34.49028,131.5861,0,0
15713,49.19225,-120.096,0,0.230769230769231
15715,42.558,-120.775,0.285714285714286,0.0714285714285714
15719,66.662,-61.7878,0.133333333333333,0.2
15724,64.421,-149.898,0,0.166666666666667
15730,52.33199,-67.3571,0,0.3
15732,44.35114,-75.8704,0.0625,0
15734,39.70086,-120.665,0.142857142857143,0.0714285714285714
15738,49.66656,-109.904,0.0952380952380952,0.0476190476190476
15740,46.3073,-91.1983,0,0
15746,63.66675,-65.1513,0.157894736842105,0.157894736842105
15750,30.26007,-87.6649,0,0.272727272727273
15752,44.9798,-63.4882,0.666666666666667,0.666666666666667
15762,41.97693,-120.21,0.304347826086957,0
15764,42.41788,-72.3469,0,0
15766,36.98229,-118.994,0.391304347826087,0.0434782608695652
15768,45.82409,-123.579,0.352941176470588,0
15772,52.0435,-106.381,0.8,0.2
15776,39.4604,-120.649,0,0.0454545454545455
15778,38.00795,-119.026,0.0833333333333333,0.0416666666666667
15781,51.33,-124.9,0,0
15783,71.86,-124.47,0.36,0.08
