"Biome","Timeslice","Site_number","BIO1","BIO4","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
"Northern Hemisphere",13,945,3.07117016089071,978.670102653083,8.93938191317269,-1.65312092914263,15.2700152212618,-8.18593832516971,815.35005046569,129.557601073664,21.7841642715246,60.3042839430864,352.995514283061,80.8653588461151,266.948262221173,124.533852688506
"Northern Hemisphere",13.5,819,2.74783792525345,980.374296157031,7.69854341531165,-0.806046928551528,15.0167025410335,-8.39833211335966,846.245822255818,130.962382062677,24.4615674250482,61.4818160984402,361.162229324801,83.8126672885575,273.101431288293,121.971605596968
"Northern Hemisphere",14,722,2.80647486400372,994.341291736648,8.6013392125852,-0.293062107694062,14.8836914323814,-8.38620729090657,821.254077356721,129.681102821975,21.6687943605342,60.9519560205591,352.964407330665,79.3275988143065,269.966079926777,115.491737136852
"Northern Hemisphere",14.5,610,0.89567559814377,993.851188380881,7.38529083682389,-2.11583534880941,13.6618601785684,-10.8772541926065,769.089723236913,121.886306893652,21.3730691341559,59.4092765684104,328.638549939092,74.7169811833964,231.610529159507,112.941466657634
"Northern Hemisphere",15,511,1.43704986490318,1009.65427876995,8.60900437587137,-1.22706860886644,13.7720966057929,-10.5897392447456,771.443400339126,120.947609189896,21.2783539810403,56.2753044887758,337.871984819536,77.6482296876238,247.035111369438,113.776104045205
"Northern Hemisphere",15.5,439,0.35494927321481,976.07836100473,7.68816351434537,-3.74526170813073,12.8462760401522,-10.9584174369448,757.966050343699,119.322751144816,21.3067576046866,58.8881256196329,317.748212242539,78.858856725209,237.79331860583,108.258222943429
"Northern Hemisphere",16,386,0.936324090449651,954.755827848162,6.81945848727072,-2.908458105552,12.5555105206684,-10.857859056132,797.765720114942,117.777525447407,19.9588970449928,60.7689102832299,316.404902290034,73.4301036303703,253.340217668874,114.327844819859
"Northern Hemisphere",16.5,333,-0.210163893542925,958.690652184818,7.42276238650005,-4.44124965799715,12.0124656055993,-12.3196076240343,786.303677328144,115.933483307916,20.821105553794,59.836221223579,313.960631310764,77.0228709253176,257.6285882365,111.338979387477
"Northern Hemisphere",17,304,0.539892009089985,961.941124369513,7.40174507676615,-3.75235725063942,12.9789859206368,-10.8798618733256,762.965614744117,113.361160045147,19.7418469019031,60.1919147786912,309.885578497602,70.2987165433294,244.699478631209,113.671339510253
"Northern Hemisphere",17.5,257,-0.681121015752328,972.712354156219,7.40164961987884,-4.53734053955007,12.2460826809343,-12.9901020432327,777.182610258378,113.263418903491,20.3199074752889,61.1903089333173,304.99913635269,75.0709032592893,250.533217027648,111.535533725642
"Northern Hemisphere",18,242,-0.568935528235144,969.647942932817,8.01257327936778,-2.05605955090962,12.0654435079181,-12.2644532815453,733.470340988971,121.040525811314,16.3958887231785,64.0680690520253,314.152098578802,65.8919581504666,235.02148818554,119.771969638014
"Northern Hemisphere",18.5,207,-1.15133552379147,936.658034176822,6.60197088174044,-4.72040475541104,11.8244059767236,-12.677595507183,721.48346049954,114.473574824755,18.1834009013567,62.5858902406601,302.879842811623,70.0848415909864,241.718609039211,112.317343433078
"Northern Hemisphere",19,190,-1.428245272096,999.812373480532,7.08518081891336,-5.64480764133583,10.898445534725,-13.2567662285621,803.117871322964,115.934549517136,18.1892964573655,62.6051279119425,300.367547886014,67.2818500428084,254.114699265568,133.404570840714
"Northern Hemisphere",19.5,177,-0.798102654721119,932.965731330087,6.63451019802068,-4.21490288500691,10.9189555055259,-11.8971545925424,775.030531665489,114.713497410542,16.8660221623712,60.985022914632,297.193238379361,69.7223757688713,240.798131411501,120.282448853955
"Northern Hemisphere",20,169,-1.98002949470261,974.126797019925,6.92574786115865,-5.78198223203207,10.4690170888048,-13.2566429002817,816.836563705712,118.899366108382,20.1076383046032,60.8976378253728,322.881335659217,73.6761796865863,270.424857167334,119.682023147303
"Northern Hemisphere",20.5,148,-1.45461188800111,920.755616759378,5.50946543078036,-4.76727157535182,10.5518598007736,-11.911815708812,731.51495418208,110.932265185681,17.710598019607,58.6316309891967,298.606070082679,63.2411565518488,235.042404390619,121.484408876883
"Northern Hemisphere",21,144,-2.48138191678946,965.71939942634,6.26484199832641,-6.21534377805997,9.99552895950765,-14.3341201041236,753.788585700745,115.187167731401,19.8693115550077,64.6887674433242,310.192284343801,68.5594254381944,244.560648994955,125.976010672904
"TRFO",0,50,22.5395221710205,121.955252110736,23.0294030507405,21.3047326405843,24.0519046783447,20.4262027740478,1879.7988948822,283.874069213868,39.9090557098389,50.530436951672,721.160789489746,147.096557617188,510.516677856445,251.003635406494
"TRFO",0.5,57,21.2214120229085,131.120965816502,22.6335290273031,21.2340030670166,23.7428531646729,19.5770613352458,1800.94313669205,277.897521972656,36.8856773376465,51.7037659193323,717.521408081055,141.833923339844,531.199966430664,240.33385848999
"TRFO",1,54,21.0657113393148,131.973293426928,22.6558373769125,20.093957901001,23.6689599355062,19.3692722320556,1740.06932938099,289.703247070312,38.2476673126221,52.80771858303,726.618598937989,142.540090560913,499.354484558106,206.721206665039
"TRFO",1.5,56,21.6881478627522,122.266224459955,22.6087894439697,20.121810277303,23.6049238840739,19.1927738189697,1745.63236206769,278.959075927734,40.2592716217041,51.5498735984453,733.697227478027,137.169422149658,578.944366455078,198.698343276978
"TRFO",2,62,22.0115502675374,129.502820845882,22.6114343007406,20.2693525950114,23.8793888092041,19.1267744700114,1740.336201936,293.792175292969,38.5413856506348,51.4923345213845,734.374099731445,138.424629211425,555.768871307373,244.544454574585
"TRFO",2.5,61,21.9308109283447,117.142914049738,22.4109745025635,20.4571679433187,23.445032119751,19.086409886678,1766.65882873535,285.457336425781,41.3539962768555,50.981390445687,754.704025268554,151.00764465332,584.114715576171,237.385551452637
"TRFO",3,60,21.474687576294,115.137785683448,22.3690789540609,20.0627435048421,23.4369653065999,19.0405521392823,1790.83090019226,302.326751708984,43.794542312622,49.4391142397468,762.015464782715,157.514287948609,583.423851013184,239.223768234253
"TRFO",3.5,57,20.9637241363526,117.424039360968,22.3807722727458,19.9596398671468,23.4103336334229,19.0253950754802,1749.02919006348,291.271911621094,39.9213638305664,51.4885992811312,763.892807006836,163.97248840332,648.748001098634,239.029541015625
"TRFO",4,55,21.0791085561117,130.15156031585,22.0045007069906,20.0150597890218,23.3801314036051,18.883264541626,1778.89139556885,298.692169189453,40.2514114379883,51.3620624715543,773.329650878907,143.534275054932,737.881607055663,192.034713745117
"TRFO",4.5,47,21.0364093780518,117.512265326898,21.920862197876,20.0071862538656,23.4216658274333,18.9426720937093,1766.11693572998,298.023620605469,42.8365592956543,50.8882661120196,776.924041748047,151.833290100098,721.735321044922,347.22639465332
"TRFO",5,51,20.856419245402,130.284222251797,22.3658796946208,18.8292687733968,23.2639611562093,18.7794742584229,1747.07197189331,302.271636962891,37.7793655395508,52.9121904926069,762.564712524415,155.685832977295,732.401947021484,267.516349792481
"TRFO",5.5,46,20.6210880279541,146.878022777527,22.9107405344645,18.7158451080322,23.6770674387614,18.723840713501,1708.19501113892,302.01611328125,42.9205532073974,52.5676307334316,758.629173278808,159.696115493774,754.486846923828,230.11531829834
"TRFO",6,44,20.8091983795166,101.716906011958,22.8642063140869,19.3878218332927,23.3216902414958,18.6757653554281,1749.84413719178,303.172927856445,46.4005889892578,51.3160124545108,752.705429077148,193.710525512695,745.76953125,221.333847045898
"TRFO",6.5,44,20.2903410593669,142.761240937312,22.9402612050375,18.5776615142823,23.2287947336833,18.5364119211833,1759.66168212891,305.323944091797,42.8168716430664,53.9353664625026,751.319175720215,160.764841079712,750.780792236328,211.893474578857
"TRFO",7,38,20.4835147857667,124.562897290289,23.0967858632406,18.5875492095947,23.3327782948812,18.4983463287354,1761.84091758728,306.070404052734,54.5768280029297,47.8730533394077,777.588882446288,185.785015106201,774.927085876464,235.655559539795
"TRFO",7.5,41,20.7916151682536,109.978256041613,23.2448062896729,19.9263146718343,23.3585554758708,18.3724714914958,1782.2721824646,314.759246826172,44.0213050842285,50.3124137505443,802.388870239257,168.513397216797,781.272109985352,225.567573547363
"TRFO",8,39,19.5190982818604,144.231396940863,23.2752730051676,18.5266564687093,23.3850142161051,18.2875105539958,1721.68923187256,307.135681152344,40.6037521362305,53.7481798062476,773.386840820313,156.42138671875,773.386840820313,213.119537353516
"TRFO",8.5,36,19.3042952219646,96.1851504711718,22.2616113026937,18.9438317616781,22.2616113026937,18.2020206451416,2003.55558204651,322.749938964844,45.7323112487793,51.4618054663005,830.302032470703,167.37321472168,830.302032470703,217.164394378662
"TRFO",9,32,18.3709608713786,104.565834876338,20.3789615631104,17.9650719960531,20.6480147043864,17.3682193756104,2095.28589248657,315.053161621094,56.1983642578125,48.39351741097,829.439666748047,202.00505065918,827.403640747071,275.015102386474
"TRFO",9.5,26,18.3378136952718,108.481277366334,19.964558283488,17.4841963450114,20.637893040975,17.0978438059489,2197.79514122009,321.568389892578,49.2663803100586,50.1529336316611,877.604751586913,181.351234436035,877.604751586913,306.418914794922
"TRFO",10,26,18.2746957143148,107.408237509497,19.6190128326416,17.3314965565999,20.3826541900635,17.0014794667562,2124.662940979,315.52197265625,43.275764465332,53.7859293199613,865.34423828125,171.952644348145,859.907073974609,175.547172546387
"TRFO",10.5,25,18.379737218221,103.425317212726,19.3987064361572,17.3117923736573,19.4711144765218,16.8710371653239,2055.6326713562,312.137725830078,48.1928176879883,52.384743143025,842.454513549804,178.524185180664,823.697296142578,179.392196655273
"TRFO",11,22,18.5052890777588,100.746868837507,20.3716271718344,17.4180952707927,20.6829217274984,16.9005171457927,1940.30427181721,295.866928100586,44.3870849609375,52.9933984931395,799.918090820312,185.99048614502,759.604217529297,185.99048614502
"TRFO",11.5,23,18.4089552561442,100.013675617328,19.7456404368083,17.5087324778239,20.8842309316,17.5087324778239,1886.38133430481,318.000091552734,32.3423957824707,57.4588968316396,876.454940795899,126.395740509033,750.229751586914,162.078300476074
"TRFO",12,17,18.7978178660075,118.95885562299,20.128137588501,18.8523604075114,21.996800104777,16.7334334055583,1872.70193099976,281.781219482422,16.9544162750244,63.9995406364299,784.531707763672,85.080020904541,325.465833663941,76.4350662231444
"TRFO",12.5,23,18.8367862701416,138.232758408119,19.2099653879802,18.9197839101156,21.3673241933187,16.7326501210531,1714.60237121582,291.999877929688,16.1709423065186,64.1846274619891,784.317611694337,92.1650886535644,389.226127624512,69.982551574707
"TRFO",13,22,17.7839781443278,106.632465345551,19.8159376780192,16.540246963501,20.524611790975,16.540246963501,2022.90689468384,304.876922607422,37.5267162322998,59.9294177583413,841.716148376465,159.120342254639,734.931739807129,206.889923095703
"TRFO",13.5,21,17.832841873169,101.134804809953,18.501438776652,16.6328271230062,18.6882470448812,16.6328271230062,2063.90967178345,294.831756591797,55.8130912780762,45.7822853602156,843.171691894531,181.79914855957,600.835174560546,196.948776245117
"TRFO",14,21,17.7433516184489,106.519213089618,19.1850426991781,16.5843957265218,20.2827599843343,16.5843957265218,2023.11009979248,301.099639892578,39.1256942749023,58.908332789895,811.70295715332,172.791938781738,622.592407226563,185.558441162109
"TRFO",14.5,21,17.5132261912028,124.414340629462,18.9034061431885,16.6021162668864,19.9236392974853,16.3092695871989,1898.46209335327,273.610076904297,46.0392303466797,47.8506897472437,740.310729980469,172.37825012207,542.109375,157.713871002197
"TRFO",15,19,17.4491316477458,134.665281323993,18.6508223215739,16.5037072499593,20.5303389231364,16.1435591379802,1784.31830596924,261.798706054688,41.3068046569824,54.3469818546274,737.753112792969,193.913780212402,529.785736083985,170.093486785889
"TRFO",15.5,18,17.2134189605713,94.641231109647,18.2194665273031,16.4046878814697,19.2331994374593,16.0099328358968,1931.25086975098,257.634033203125,41.6181831359863,49.1969256686184,675.756134033203,215.649864196777,608.71962738037,180.375118255615
"TRFO",16,18,17.0762221018473,123.125480753475,18.3258202870687,16.3170108795166,19.603977839152,15.9072717030843,1854.88637161255,251.11051940918,41.4379920959473,41.9546405308183,660.635055541993,202.473876953125,563.622108459473,185.289031982422
"TRFO",16.5,16,16.8016630808512,136.210685637461,18.0348250071208,16.105208714803,19.4463342030843,15.6815433502197,1817.83758354187,251.884857177734,40.5383796691895,47.7827737682165,625.083831787108,196.17419052124,581.300334930419,190.330856323242
"TRFO",17,18,16.6751397450765,139.602264296477,19.0074202219646,16.0565331776937,20.7588392893473,15.639612197876,1783.56487464905,241.658081054688,48.1160850524902,50.1312190068451,640.639297485352,209.234359741211,498.372867584229,209.270606994629
"TRFO",17.5,16,16.6129576365153,142.071079414153,20.0993747711181,16.0885664621989,21.1034336090087,15.6469262440999,1762.11200332642,235.60383605957,35.0544624328613,55.090555690113,620.965515136719,189.644662857055,495.857467651368,207.798126220703
"TRFO",18,13,16.4711221059163,149.564276064792,22.2199751536051,16.0169518788656,22.2199751536051,15.5548343658447,1779.03928375244,243.18408203125,39.3837623596191,60.6591829608667,620.618835449219,160.397350311279,483.454238891602,209.599212646484
"TRFO",18.5,14,16.5076694488525,133.826573039737,18.6163120269776,16.1677494049072,20.8854058583577,15.7039839426677,1753.75883483887,238.540565490723,40.4468002319336,47.1034371068341,605.560546875,226.988975524903,497.725646972656,223.356979370117
"TRFO",19,13,17.9027856190999,185.420422148453,22.0920352935791,16.7005659739177,22.0920352935791,15.815139134725,1676.20042419434,238.095565795898,33.9006195068359,53.4758923548586,591.07080078125,155.023986816406,520.912834167481,363.262817382812
"TRFO",19.5,13,16.5104974110921,144.071699650977,21.9371891021728,16.4626712799072,21.9371891021728,15.7850386301676,1709.59095001221,235.71842956543,32.8455848693848,54.8785809348269,574.084930419922,231.427791595459,496.687789916992,298.552253723145
"TRFO",20,13,17.2510267893473,180.444440887273,21.7873986562093,16.6033267974853,21.7873986562093,15.7398217519124,1560.02235412598,213.56494140625,29.5096569061279,52.2044284590374,575.244735717774,137.893920898438,495.325469970703,256.980773925781
"TRFO",20.5,15,16.4130115509033,136.143535406259,17.0846296946208,16.3974450429281,20.9178002675375,15.8027896881104,1644.12356853485,235.407592773438,40.5125350952148,51.889127113392,581.551910400391,153.912929534912,495.399856567383,308.549880981445
"TRFO",21,11,17.2155043284098,167.470573654852,21.6252282460531,16.8165531158447,21.6252282460531,15.9419803619385,1330.0538520813,219.31266784668,41.5364837646484,51.3189929567955,566.567779541015,163.075370788574,504.652351379395,252.740745544433
"WTFO",0,42,17.1224486033122,661.956015658947,21.7176965077717,15.4802137215932,25.1037642161051,9.23930295308432,1144.57246017456,171.723678588867,40.8395118713379,47.6928861102175,457.588584899903,137.658950805664,419.300052642822,229.182731628418
"WTFO",0.5,49,16.4562752644221,672.177535487882,19.9375146230062,10.7853946685791,24.1836185455322,8.39163621266683,1132.12385940552,176.897171020508,36.5498161315918,47.8964288143012,459.904960632324,149.66482925415,424.453453063965,226.964004516602
"WTFO",1,51,16.2978076140086,678.966207749659,20.4396813710531,10.7813053131104,24.0824019114177,8.41427008310955,1188.80695343018,172.782028198242,42.8428726196289,48.925637414399,458.517425537109,149.953498840332,441.604904174805,217.917839050293
"WTFO",1.5,55,16.2656217416128,686.693361859799,20.0098514556885,10.2466271718343,23.6615238189697,6.97532558441162,1223.06533813477,180.807022094727,41.5091667175293,49.648605956658,476.444168090821,163.138813018799,430.254806518555,226.90975189209
"WTFO",2,54,16.3854923049609,687.690875856099,17.0051619211833,10.8254235585531,23.736785252889,7.93504254023235,1316.18017578125,185.426116943359,39.9592571258545,50.3650518621898,484.950866699218,156.869256973267,454.655929565429,228.636421203613
"WTFO",2.5,57,16.1686038176219,696.97870379303,19.476037979126,9.97856076558431,23.9005578358968,6.73549811045329,1286.11604690552,199.226181030273,38.0444869995117,46.8221330953331,526.750030517577,162.780963897705,461.592277526856,213.948776245117
"WTFO",3,57,15.8440722227097,722.925181694214,20.9840234120687,9.21161317825317,23.863743464152,6.18135976791382,1339.10956573486,208.004791259766,42.2749252319336,45.2553153467665,531.822463989259,174.60457611084,464.815063476563,255.09300994873
"WTFO",3.5,52,15.8652539650599,734.301299655393,16.8488712310791,9.47512237230938,23.8752282460531,6.23275136947631,1583.56715965271,230.984222412109,45.7829551696777,46.0105075204156,614.195297241211,170.512084960938,473.077560424805,268.796825408936
"WTFO",4,48,15.9519925514857,730.151217697086,17.1802616119385,9.54382761319479,23.8781782786051,6.52189524968465,1385.90529251098,209.845153808594,44.5100173950195,46.1563378019284,539.77296447754,188.219535827637,433.307525634766,262.7802734375
"WTFO",4.5,47,15.9551918109258,736.506809280015,17.138655980428,8.90098492304483,23.8474470774333,5.85939931869507,1620.76907730103,240.935440063477,39.8847694396973,46.3540992375851,630.820953369141,183.907981872559,443.224578857421,267.460144042969
"WTFO",5,52,15.0619855026404,747.43180975351,16.9331200917562,8.84923728307087,23.9195601145426,5.35986725489299,1640.68420982361,244.875122070312,41.7586612701416,46.1079752922825,643.555999755859,179.275844573974,466.938537597656,270.431346893311
"WTFO",5.5,42,14.1218203008175,753.967442582106,17.184778213501,8.50203863779705,24.2038618723551,5.08303213119507,1559.39911651611,226.723190307617,45.736701965332,47.3631146777354,588.947341918945,178.275926589966,447.010101318359,266.454982757568
"WTFO",6,41,13.6642600695292,769.440551550398,17.073450088501,7.96453253428142,24.0690860748291,5.45618073145549,1574.69931411743,239.342575073242,51.3432121276855,48.5245420195244,616.989959716797,193.710525512695,470.493057250977,239.665672302246
"WTFO",6.5,40,14.9984301030636,781.675324726679,21.5860029856364,9.02634088198344,24.1062564849854,5.62563467025757,1579.16314697266,233.527221679688,46.8317489624024,49.8009607900572,612.233322143555,183.705759048462,463.09797668457,246.812278747559
"WTFO",7,40,15.7831565936407,776.118206189214,21.5477949778239,9.51437807083131,24.2234032948812,5.56024567286173,1357.23945617676,236.728988647461,45.0354995727539,50.4122768430162,568.503997802734,180.420658111572,479.057022094727,242.364128112793
"WTFO",7.5,36,13.9692679742972,789.41137106411,17.2242883046468,8.08402919769288,24.1150658925374,4.73490794499715,1613.73267364502,245.567581176758,54.7082118988037,49.9460726471638,636.31967163086,205.773769378662,461.916221618652,246.080711364746
"WTFO",8,34,14.7621808151404,771.876950261095,18.0276584625244,8.31888238588969,24.1156152089437,5.46350495020548,1477.31779098511,244.233215332032,48.728084564209,52.4547204409989,616.772354125977,181.780126571655,574.436706542969,242.582286834717
"WTFO",8.5,32,15.6513003110886,790.046794690261,18.4200738271077,8.59471050898233,24.2159976959229,5.52712392807007,1312.66738891602,245.671493530273,42.7327919006348,53.3289631724377,575.671859741211,168.716136932373,549.992050170898,240.112899780273
"WTFO",9,33,15.6575818459193,802.247654715938,22.8243961334229,7.854079246521,24.3080590565999,5.24637238184611,1589.92679977417,258.167358398438,49.2448081970215,58.6573403199277,661.399826049805,171.912498474121,591.262405395508,233.683204650879
"WTFO",9.5,22,15.6013227105141,772.560513386533,23.7999413808187,8.8745363553365,24.2263736724854,6.32729490598043,1407.81712341309,264.283264160156,42.9312057495117,58.8452965901829,641.519889831543,165.984579086303,626.931808471679,232.003784179688
"WTFO",10,22,15.1283739805222,782.049865657303,22.7146040598551,6.82096767425536,24.0849857330323,4.87023305892944,1541.55612754822,253.819305419922,43.048454284668,54.6214105805734,658.164451599122,175.949579238891,614.182678222656,246.574657440185
"WTFO",10.5,18,16.1086596449217,817.425692517274,23.0632266998291,9.68229097127916,24.1686954498291,5.1461017926534,1431.59640884399,257.943542480469,45.4544696807861,56.4031819463854,631.866470336914,176.220239639283,627.164085388184,227.581130981445
"WTFO",11,18,15.867675046126,869.583744131535,22.2610212961833,9.19276858866214,24.2348779042562,5.16093333562215,1572.94088745117,263.31037902832,39.1709785461426,59.0719113559973,643.530197143554,171.88662147522,643.530197143554,276.447006225586
"WTFO",11.5,18,12.3843782879412,969.579579281193,20.3567040761312,10.5729871590932,23.3597151438395,1.56407061219215,1601.89005088806,234.08821105957,50.3713798522949,44.3831737313122,612.717315673828,200.70874786377,568.366130828857,277.627033233643
"WTFO",12,16,12.847296905083,856.670593456361,20.4022363026937,12.9287356535594,22.7010542551676,0.678236911694209,1756.90197944641,255.287765502929,55.5467262268067,44.4828492637848,685.431793212891,201.706293106079,609.284133911133,296.693778991699
"WTFO",12.5,15,12.0335634723306,822.615244411023,18.9159692128499,11.1714013417562,22.6502933502197,1.10012203454971,1352.3119430542,204.245590209961,57.8746452331543,43.3191938325096,531.47445678711,212.328796386719,512.853141784669,226.153224945068
"WTFO",13,16,13.6733823070924,863.240775755817,20.9504744211833,8.26272497077783,23.3539880116781,2.70235590140024,1344.53235816955,245.114639282227,29.2779741287232,60.9055879503007,606.780899047852,136.580442428588,586.730499267578,242.782859802246
"WTFO",13.5,14,13.5315721929073,851.155789896763,20.7661380767822,4.97299593687057,23.4459273020427,2.67937620480855,1241.17203044891,221.355316162109,28.5675067901612,55.5812504757321,562.94187927246,162.010049819946,547.378917694091,218.198036193847
"WTFO",14,15,12.6403241356214,993.500317403545,20.8546899159749,7.80694997310638,23.4019718170166,2.41317137082418,1244.87579345703,203.239990234375,26.7813491821289,54.5384335250545,532.615646362305,136.206661224365,532.615646362305,240.460929870605
