"Timeslice","BIO1","BIO4","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
13.5,0.0960034481928503,0.0702647260300808,0.769929148552623,0.183725806649439,0.321639156672495,0.0997761247967075,0.119157580905654,0.108285438234862,7.92022304640699e-08,0.141486730496639,0.252274894674939,0.048314077163376,0.0064912733708849,0.0867926406327835
14,0.36065336102623,0.208980320312633,0.545594684785871,0.479422104823314,0.925274339190595,0.34164068851609,0.346029762452163,0.355648615792089,2.04828206679705e-07,0.468327524737525,0.334919852959684,0.113864374797204,0.0162140062941254,0.238820007844161
14.5,0.0644448797211975,0.150741000658147,0.178296009813493,0.124230559382102,0.310517469287713,0.112957948388139,0.228683291040194,0.233289590474831,1.2317732251904e-07,0.336514228624512,0.189158179407954,0.0726190919719744,0.00890512188984434,0.165612879587144
15,0.129779464288943,0.107708044270686,0.414201449740417,0.341560717058553,0.637199391694863,0.208830521374961,0.332113934312168,0.375526979994393,1.02769191805369e-07,0.164262120890569,0.388916361791331,0.0750749528319589,0.0100638485507954,0.205331896154642
15.5,0.066411592027097,0.0601546152240057,0.750897647461308,0.225573445839292,0.432782559185708,0.124503370879136,0.0871745142548721,0.202497204884403,0.50948161517217,0.0683235912093725,0.148884825460729,0.0755998421680499,0.0143505603029419,0.0183586301716416
16,0.0832328933815909,0.0722536344440494,0.23620476811644,0.236781102643177,0.412073022075994,0.132275056846651,0.129491138625323,0.213932851212258,1.49734564923813e-07,0.0671703923118942,0.181778134887158,0.0283122437794964,0.023396829622278,0.0289247693258212
16.5,0.0363907686559641,0.0667224322576538,0.192903564482621,0.152167957213633,0.342870376498729,0.0521031872974373,0.175690317187914,0.407950891257031,1,0.167814759916077,0.208997724986919,0.228349121101654,0.0090583328168487,0.0498118652073347
17,0.0121522057604557,0.0681796477555115,0.109063118957098,0.124839213147992,0.15739525407755,0.0579683029673205,0.178991869133866,0.425105395416252,1.27673338437866e-08,0.0961111830891739,0.215869089674722,1,1,0.0280538225234362
17.5,0.0408565595256222,0.250420693868454,0.441662269476987,0.201947208475616,0.587769844678511,0.187618961119651,0.245945160189794,0.575349804941479,2.40153569043078e-07,0.354204478409918,0.485757524459403,0.114499723964997,0.0186780770913799,0.366495834093994
18,0.0759516993405337,0.15150004026621,0.142387690290268,0.204353244990008,0.356650114498101,0.156103033947869,0.172629792852135,0.54940858781849,1.49540506048167e-07,0.403177575780406,0.499784058950997,0.0944161161144843,0.00939832653951475,0.348166631760967
18.5,0.0307440517724422,0.118307181794854,0.138883588895125,0.0913920551428322,0.577297190869857,0.0154615755293877,0.059769507846043,0.177833676181106,0.492599181926532,0.105414008324294,0.195440519798628,0.0739662259119807,0.0150578204890161,0.0262691635247079
19,0.0145967821007563,0.130353042165993,0.181086610532685,0.159887191720715,0.37704216484268,0.0614352217020769,0.16237593192303,0.185273970868116,7.41930676377493e-08,0.0632856789896902,0.257210143530094,0.0556607199947529,0.00977148857366625,0.0752496560287378
19.5,0.0189186630523225,0.0915467966877121,0.364584132023025,0.0762212743977774,0.469802183884603,0.00264083004678118,0.0703690220257801,0.251124441213255,0.483751788292983,0.130490545568685,0.144321649204483,0.570932798236529,0.12319373594683,0.0536229338739022
20,0.000111518062940176,0.00991685046879462,0.0516061606709447,0.0259967988347003,0.0587856503817863,0.011721914968287,0,0,3.9869999189776e-09,0,0,0,0.000170390171817826,0.00846874756305333
20.5,0.00751774964306897,0.056899871215451,0.0569970807135045,0.0812016511161116,0.188804999980765,0.027896734792894,0.00587001947759028,0.100360101174217,0,0.0474366326220001,0.0578870909343315,0.00535894632079126,0,0.0178297822039356
