"Longitude","Latitude","Timeslice_younger","Timeslice_older","BIO1","BIO4","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
105,76.0702438354492,-0.3,0.1,129.439336321772,31.5871495380877,204.60513266243,144.21047594769,384.597945547702,80.5121817085792,135.829054868316,68.2864517997511,284.464894776418,53.3765196637729,82.5191511123929,285.200662001261,20.9333343714638,324.310121961818
108.75,76.0702438354492,-0.1,0.1,19.0089375551062,7.7742996854364,257.380590259369,12.6432561472679,42.6095197639362,13.0365606569169,10.4364648451915,10.5017366784721,35.103574418884,8.62582625664158,4.17057228926647,23.5343045767104,3.78948232713687,25.8583314319714
108.75,76.0702438354492,-0.2,0.1,74.0075188732888,26.3804520372557,169.060535509914,55.0216998274979,198.576722043837,50.3073103657334,64.3851924628116,42.5094270496115,162.0134033837,34.4826638225327,43.6720008402729,136.157003864489,10.391403322523,137.030801602453
108.75,76.0702438354492,-0.3,0.1,128.022097521296,32.5988305416399,271.533343459216,142.521326347205,417.935782792305,80.8290385719106,131.887183609955,77.3762407648344,218.467704198333,40.2788468300069,87.7844735919695,224.750451342577,12.2657212074795,316.746379565905
-116.25,76.0702438354492,-0.1,0.1,21.0793433999307,7.70151990455126,928.745611022031,11.9698461017841,52.6514044659496,11.9698461017841,9.30057450642407,10.6945245887501,12.2877872886095,4.74390443989122,9.83860814241016,16.3093041939451,6.49387046158241,16.3093041939451
-116.25,76.0702438354492,-0.2,0.1,81.5722482163942,37.2967465678141,2112.8112060502,60.9402594475518,263.187958462513,58.2450679389821,46.7012572706413,34.2602049499655,97.1258282165658,23.8672430868808,37.522738324498,86.8083518164178,18.2931854008889,90.6657722128486
-116.25,76.0702438354492,-0.3,0.1,142.848499944204,52.2495024044178,5999.74680244442,125.132942472768,578.226865628461,97.4795357817102,118.718696418863,68.0337817660034,146.769944854413,38.3675916767981,87.6618688273334,184.462895970741,42.0848736375914,244.686725000116
-112.5,76.0702438354492,-0.1,0.1,20.9940722844297,7.75571542962903,445.780851125589,11.9589270377052,45.9808058346173,11.9589270377052,10.2477716944485,8.74329272550006,14.5419711296459,5.06487716414542,10.3301212933537,17.4591903910832,8.54541056199507,17.4591903910832
-112.5,76.0702438354492,-0.2,0.1,81.721783307615,37.1572007822417,995.990223103567,60.7862594737954,235.137991079516,58.3031769689006,51.8406019019714,34.5819204137008,108.316906689909,26.7253935571334,40.1006314328985,98.9085567100397,21.0056614504438,103.022518176569
-112.5,76.0702438354492,-0.3,0.1,142.581744440317,52.1259837479793,2872.46515874292,124.897288820264,511.668337056432,97.1732633499132,135.333581738714,75.2331919157192,152.182357700507,39.6588842895216,97.0526120272932,206.846442770094,47.307055184574,291.114282462106
-86.25,76.0702438354492,-0.1,0.1,21.0941186601127,6.46632746505413,13.9184166479159,11.427722793763,32.1347830279704,11.427722793763,4.19393290824042,2.78738524231854,8.02037647881736,0.24446211360073,3.51604619296554,7.60695429353337,0.315781121921227,7.60695429353337
-86.25,76.0702438354492,-0.2,0.1,86.76722866653,32.7167363206963,107.218475263132,57.3955060265454,146.236363882277,57.3955060265454,38.4925903271241,24.4495322765806,88.905053619558,19.8566437416216,29.5397677807976,78.6783111356299,15.832672911167,78.6783111356299
-86.25,76.0702438354492,-0.3,0.1,145.440296802651,47.6102059021063,230.744237590288,110.073263127902,269.105154503,93.4198733664931,99.9510464969949,64.1192709297225,180.685404398521,37.5331089075211,65.7731096739736,209.358282441218,44.5039299700286,239.317120350368
-82.5,76.0702438354492,-0.1,0.1,20.9223000205503,6.1786307656532,13.3520114236889,11.2858536244143,31.0019086489021,11.2858536244143,2.775859218607,4.07656303043191,2.17321147730629,4.17648563087992,4.39696156847838,2.20909523350621,0.559361544104723,2.20909523350621
-82.5,76.0702438354492,-0.2,0.1,88.1211826145791,31.5232057599762,100.196348742512,57.2255755485605,139.967814106046,57.2255755485605,34.8982084015457,26.1050908314633,73.7012936433804,18.5454075280749,26.6875992848459,69.5833832845434,13.2221809843181,69.5833832845434
-82.5,76.0702438354492,-0.3,0.1,146.874719863111,46.0039006132804,119.328004289709,130.173531848503,251.055008437313,92.7541824570867,93.028261789946,62.8024886474833,148.202785273892,34.0777088036351,63.8780795622057,175.796410919036,38.3465536034615,222.675362261191
-22.5,76.0702438354492,-0.1,0.1,11.8764279823783,2.28226200419561,42.1130675778474,30.2250756307854,64.3931834803886,8.02239113273581,8.70685903363627,4.03732045476753,17.1472795534039,19.9224496831491,0.396792095130292,22.0640718936065,0.121524638876344,24.6593934665029
-22.5,76.0702438354492,-0.2,0.1,53.0942657454682,13.9069751725331,168.519040608803,30.220925529412,266.520851378481,37.9786688794539,58.1489109956731,38.1366624880041,82.5319100477776,42.0492267887617,23.0244501085499,103.546555921908,20.4659608059127,98.3536757966297
-22.5,76.0702438354492,-0.3,0.1,85.5957163193585,20.2246307426578,168.76029403584,55.2725899489287,429.927449158002,59.3977593993939,96.3638742258557,74.401593974047,133.922093479242,43.4786254671844,54.5499134425066,147.974299368545,38.1070543646687,131.504704292726
52.5,72.3615798950195,-0.1,0.1,39.9273372796194,13.9373652485457,63.4460253714181,25.4152864549781,59.1496595096262,26.3080054505611,1.8128468984274,1.97499504248776,2.35374502070887,3.7608538829609,1.07423592362977,2.42894534083259,1.11949254153263,5.78831475408764
52.5,72.3615798950195,-0.2,0.1,124.939629708195,29.2565820964531,141.661578258469,70.9590344714754,222.715238750834,70.9590344714754,26.3414287140748,23.2083621803222,48.5122794547285,27.8809555416686,18.3259454803722,47.9431469978293,9.47896021662265,47.9431469978293
52.5,72.3615798950195,-0.3,0.1,189.889142659661,34.3835057611349,190.168354980212,177.261118699857,364.341474124571,101.018288481132,63.1684132418793,73.5263458065192,73.8888618775408,14.7881160548817,60.5369564564875,99.9763928519769,8.24363284665947,109.831044733748
56.25,72.3615798950195,-0.1,0.1,35.3344607218848,13.7456728009477,57.1181415728552,23.8538825619604,55.5935613973914,24.1980563766826,4.03128407335334,5.04218818847262,2.52664627600298,3.84844493911367,2.427715959275,8.04334713190029,4.39146471947969,7.19715830441249
56.25,72.3615798950195,-0.2,0.1,112.327417847259,27.2741908608064,123.776517744417,66.0519877129862,226.862490257369,65.254337056371,31.8560610736521,37.8904054840787,49.3328201908075,14.0243684555114,33.1977089020569,62.3209996418002,0.274487669121398,53.3793675526579
56.25,72.3615798950195,-0.3,0.1,174.680453256672,32.0479408637036,166.719723775149,171.808689024952,380.642169629129,94.6614953287845,75.6284831512367,82.0409407007147,78.9141566570114,3.56487455278482,83.2686506056002,117.031074263948,6.15969834281288,121.145070990094
67.5,72.3615798950195,-0.1,0.1,26.1537666550427,11.7677234849335,46.2231716435463,19.0012765768365,37.7718663878351,19.0012765768365,8.09617460606703,1.22395116717788,14.3644397363807,8.97712429252626,4.2087483337672,13.9801700776778,7.67655048795201,13.9801700776778
67.5,72.3615798950195,-0.2,0.1,91.0870994932299,23.456440930083,89.1925517045104,55.0588904852166,191.728807268067,55.0588904852166,45.1379721462382,27.3081958097716,68.5714799999722,30.0100145269544,31.276674816813,68.3823892250191,19.7293536182827,68.3823892250191
67.5,72.3615798950195,-0.3,0.1,149.139069038587,25.3554285693947,116.163785489794,81.9800413871789,351.816246686572,81.9800413871789,97.1244658709804,77.5048305996981,136.085385986918,37.1757119044231,72.8621065673039,146.559471604466,37.39632476281,146.559471604466
71.25,72.3615798950195,-0.1,0.1,24.4680450380559,10.6250733896623,39.8322632053731,17.438229966064,32.183568936918,12.8419957660395,9.92701169576101,3.63885411466421,14.7898305127143,6.72385260803361,6.651449271584,14.7297657503107,10.3958509501975,13.3832580487641
71.25,72.3615798950195,-0.2,0.1,87.9829381678708,22.0702702041457,71.3999498895927,52.6039518226992,170.145077979059,52.6039518226992,50.3130898659252,27.398550591376,73.1464634314634,29.5652166614661,34.0623623567913,71.8257765340797,24.0226043115662,71.8257765340797
71.25,72.3615798950195,-0.3,0.1,146.050207184682,23.5218663113499,90.952375398474,79.3414137664549,318.419645101496,79.3414137664549,107.625110698331,77.3789120629007,133.97888402977,40.0114046492481,76.3900534115513,153.286929843447,49.0981457431182,153.286929843447
75,72.3615798950195,-0.1,0.1,23.0876244477906,9.46903815677025,34.9679368957747,16.0284018244499,28.3921431364728,15.2131076703536,11.0654123152987,3.60602912138808,13.5533378120052,6.09239693486535,7.82508629994604,14.7184453711554,11.1516706322684,19.9263061641341
75,72.3615798950195,-0.2,0.1,85.9383715479069,21.0802890604307,56.2283911744618,50.7797673448817,151.897685561095,53.0303409530403,57.0172346186341,30.589337638013,84.1965034706776,33.4933026992225,35.2757226776553,80.7376450973954,26.6169981019548,88.9876138478055
75,72.3615798950195,-0.3,0.1,143.938627222826,22.1429684989797,69.6166182461189,77.3309261359366,288.420949849834,78.3674596224266,118.350121936567,78.7747428633745,146.077286100936,43.4461192649487,79.070583476131,167.437419991004,60.087689955115,179.644895397841
78.75,72.3615798950195,-0.1,0.1,22.0856774797769,8.44184448862269,31.7810403588193,14.9086767693279,25.9104631391965,14.1206615757728,12.1464732085319,4.97516319192771,14.3221343289759,4.53931537212448,9.75739436529155,15.7472984700009,12.0869524742761,20.9157990957612
78.75,72.3615798950195,-0.2,0.1,83.9911530290089,19.9607038750138,43.011452189776,48.9118593953106,137.366037879901,51.3320400749955,62.8461592303108,34.1715601340463,93.822663066917,33.337216416954,37.9266049255727,88.1553883068431,33.6141597560341,96.3328904851549
78.75,72.3615798950195,-0.3,0.1,141.827116601871,20.9875132003256,51.417540317549,75.5000970081824,263.141550690248,76.6607223739353,130.209551770968,86.4717584043622,165.152920464817,42.9966845797225,83.9893418263569,185.323735299599,75.6835473720262,197.724312758116
82.5,72.3615798950195,-0.1,0.1,21.3982970718314,7.5985004511495,30.0764416585318,14.0883341168635,24.6752691840335,13.2560258767364,12.7139605003722,9.964478951389,17.8205095719952,4.93504160148644,9.57377916075061,17.5986175863701,11.3932531558885,22.6979531233791
82.5,72.3615798950195,-0.2,0.1,81.8060371264145,18.9776057011647,31.9950597772577,47.1085579670051,126.577539610226,49.6634654094773,67.7735981140762,36.1417111000965,107.303384156677,32.8305566501279,37.2893973502231,96.8930424599723,40.0966980361346,104.368006769932
82.5,72.3615798950195,-0.3,0.1,139.049905579892,20.1715823907672,36.2880526294513,73.7289073414675,243.724809517094,74.9979256849888,139.382826949997,89.3068693298717,188.634582218896,42.1292562106183,82.8404236135027,205.141086737982,88.286654819906,216.725644040622
86.25,72.3615798950195,-0.1,0.1,20.5326288620071,6.84689285626552,29.3595260965977,13.387127879993,23.8632576125275,12.6030646929265,12.6990416204616,9.9589086457915,22.1171205196436,6.21642695405497,8.62254447199568,19.8187433837553,9.94162754347584,24.7333059824042
86.25,72.3615798950195,-0.2,0.1,79.5213786989501,18.4509650419237,158.97354612377,45.681208061365,118.621699537281,48.4031106697495,73.2427501176432,42.8623194448662,127.195250201452,32.8372176866787,40.8458176823283,109.460126854295,45.4042827892643,116.470669979526
86.25,72.3615798950195,-0.3,0.1,135.276484523193,19.7431332811772,344.310144821065,71.9233295582166,228.92128865883,73.3302452826417,146.060033618848,98.3798950293086,215.25700806285,39.308643573723,90.3424353399279,225.512111128962,98.5561262959656,236.406865787647
90,72.3615798950195,-0.1,0.1,19.9169984132848,6.51043337057965,73.7108729413515,13.0202270650295,23.3635927190049,12.3542024982281,13.8350643289774,11.6245679788105,24.8678532619664,5.96279078318293,9.64298395238914,22.9116129748373,11.1502283401335,28.0305964368704
90,72.3615798950195,-0.2,0.1,76.888461104088,17.8642295730966,201.173989872866,44.2187424029915,113.883591712638,47.0683826494441,73.3375360887196,40.4577643813303,139.499797467674,33.3208488651555,42.0969238304137,116.159147007769,44.050307286779,124.013874682137
90,72.3615798950195,-0.3,0.1,131.100892314471,19.3143691418159,351.599612930821,70.1737857110867,220.710786713203,71.6974871172301,144.116850155303,84.8713218107362,233.21389655755,43.2479481381947,86.9899107159204,242.892135995221,89.5604308106104,255.352049846694
93.75,72.3615798950195,-0.1,0.1,19.1746431710777,5.99823828816648,23.7197560114674,12.5419749531125,23.7197560114674,12.0242770160102,13.2597290595659,9.58616317066133,26.2454670624224,6.52299441706852,9.81902162243782,24.8089193209769,9.81902162243782,29.4257004495769
93.75,72.3615798950195,-0.2,0.1,74.3550326697506,17.2441666877589,112.145642363974,42.884905888629,112.145642363974,45.9170995555412,69.2437786959715,30.6355408084419,143.079804746862,34.15991015943,38.1305340438111,118.439857833493,38.1305340438111,126.340667852981
93.75,72.3615798950195,-0.3,0.1,127.277956265284,19.035609195694,217.624940901745,68.7736416600599,217.624940901745,70.4314235034106,136.466490315467,61.8615914491132,244.137814182894,48.8772553234244,74.3896256687301,256.708062835385,74.3896256687301,269.609932781804
97.5,72.3615798950195,-0.1,0.1,18.612503387142,5.78954011734977,23.9414225903964,12.1924414477995,23.9414225903964,11.7867005587438,12.9824406919658,7.37223789408545,24.2677342259583,7.45629242877676,8.83087753854623,25.9502243313594,8.83087753854623,30.7391350459843
97.5,72.3615798950195,-0.2,0.1,72.7939689643,17.3970629889159,111.054945593894,42.4801305003303,111.054945593894,45.5490075363745,68.7104600269578,18.0563119564294,148.541436744978,36.9401718077427,34.7100687370412,125.936970275402,34.7100687370412,133.83917956526
97.5,72.3615798950195,-0.3,0.1,124.471563276745,19.3233693095339,216.548480325249,68.0902897171292,216.548480325249,69.7927792736204,134.263891909421,46.6867242400013,254.366193207589,52.8912740845521,66.1179023265191,274.546450145438,66.1179023265191,287.646317928099
101.25,72.3615798950195,-0.1,0.1,18.1960385761249,5.66895699981075,24.1409069508153,11.970108064083,24.1409069508153,11.7727567634328,13.0145332335324,7.2499475855155,21.580164627321,5.81167824171381,10.1743466034068,25.2895787650347,10.1743466034068,32.2938580209903
101.25,72.3615798950195,-0.2,0.1,71.8544063499637,17.7227753511754,110.140398069631,42.3882960394962,110.140398069631,45.5357966404163,68.4849724686135,19.5959307883171,148.005717793598,36.4693389151116,34.471224603803,132.394119578719,34.471224603803,144.043964195597
101.25,72.3615798950195,-0.3,0.1,122.786363172781,19.8160452585293,215.866048053373,67.8628608514712,215.866048053373,69.6186093856786,131.288926590269,41.1579617683479,256.460604360317,54.0825425398502,61.2422109381484,287.6276042588,61.2422109381484,307.059254969299
105,72.3615798950195,-0.1,0.1,17.8028526956637,5.42166465045152,24.5022033018692,11.6018745827817,24.5022033018692,11.5140077533977,12.1598398223288,5.34780913916702,18.7850196277789,4.77825855495778,9.99514711896901,20.9994431415653,9.99514711896901,27.0440127215027
