"Longitude","Latitude","Timeslice","BIO1","BIO4","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
93.75,72.3615798950195,-0.1,-10.5109578669071,1379.85263658723,7.78044033050539,-25.3307908376058,7.78044033050539,-26.9093278249105,415.315891265869,69.1581268310547,15.1424694061279,52.0604712808694,182.113983154297,50.9284572601318,182.113983154297,50.9688358306885
97.5,72.3615798950195,-0.1,-11.0026570856571,1422.20251999472,7.92106533050539,-26.2220668792725,7.92106533050539,-27.8279476165772,416.624395370484,73.9751892089844,13.9394435882568,57.0360589161682,192.323619842529,47.8593063354491,192.323619842529,48.0002040863036
101.25,72.3615798950195,-0.1,-11.4064656794071,1458.20709304353,8.03564866383872,-27.0065720876058,8.03564866383872,-28.6313330332438,411.015465736389,75.2849349975586,12.762433052063,61.8316553403322,199.498039245606,43.8706960678101,199.498039245606,44.1119565963746
105,72.3615798950195,-0.1,-11.6851115127404,1488.4146853893,8.16846116383872,-27.6628220876058,8.16846116383872,-29.3155778249105,400.781041145325,73.7759857177734,11.7078275680542,65.3686833148711,201.607475280762,39.739218711853,201.607475280762,39.76771068573
108.75,72.3615798950195,-0.1,-11.8330607314904,1506.33908391495,8.24137783050539,-28.0677700042725,8.24137783050539,-29.7029476165772,374.528447151184,67.4998550415039,10.8082599639893,65.7900106308599,188.953525543213,35.9429664611816,188.953525543213,35.7296524047851
112.5,72.3615798950195,-0.1,-11.8874227106571,1516.11276410907,8.26872158050539,-28.3171189626058,8.26872158050539,-29.9490413665772,336.571641921997,57.2885360717773,10.1144599914551,62.5881959287996,164.790725708008,33.5635776519775,164.790725708008,33.1292304992675
116.25,72.3615798950195,-0.1,-11.9128133356571,1514.76356307645,8.15413824717205,-28.4675095876058,8.15413824717205,-30.0766455332438,301.627236366272,49.8319473266602,9.66941070556641,58.9563868042239,143.10408782959,31.8075370788575,143.10408782959,31.3459072113038
120,72.3615798950195,-0.1,-11.9704305231571,1504.04324242139,7.85921637217205,-28.5300095876058,7.85921637217205,-30.0961767832438,277.374430656433,43.4344940185547,9.49075031280518,55.4253523336214,127.660079956055,31.1698980331421,127.660079956055,31.2995309829712
123.75,72.3615798950195,-0.1,-12.1107300023238,1488.27122476268,7.4008830388387,-28.5788377126058,7.4008830388387,-30.1677913665772,262.764863967896,39.5594329833984,9.4670934677124,52.0160173150326,116.562438964844,31.1322870254517,116.562438964844,31.6007776260376
127.5,72.3615798950195,-0.1,-12.3727742731571,1473.9285298155,6.82731533050537,-28.7409470876058,6.82731533050537,-30.3416194915772,256.75803565979,38.9303665161133,9.94357872009277,48.8123752180356,108.904277801514,32.3907451629639,108.904277801514,33.4593448638916
131.25,72.3615798950195,-0.1,-12.7463094393412,1460.28667325647,3.63168748219808,-29.0143845876058,6.19450283050537,-30.5525569915772,254.308019638061,40.3180999755859,10.3813056945801,47.7084244192367,109.486892700195,33.5641012191772,102.541282653809,34.9136390686035
138.75,72.3615798950195,-0.1,-13.130912343661,1418.46082285354,2.71632273991903,-29.1211554209391,5.06038808822632,-30.4881038665772,293.868279457092,45.7705879211426,11.4657297134399,51.8459152269125,128.394351959229,36.601879119873,127.587741851807,38.0990972518921
142.5,72.3615798950195,-0.1,-13.080131093661,1395.1575161616,2.47608836491903,-28.8913377126058,4.73747142155965,-30.2250830332438,274.670627593994,43.8722305297852,11.3706436157227,48.4386078534149,119.29271697998,36.5929288864136,114.042066574097,37.5222682952881
146.25,72.3615798950195,-0.1,-12.8621948957443,1365.70999620091,2.33285919825236,-28.4688116709391,4.51872142155965,-29.6892757415772,250.8956823349,39.287109375,11.2586250305176,42.7067317143714,105.373706817627,36.6432456970216,94.3381614685059,37.1564407348634
-123.75,72.3615798950195,-0.1,-7.92436804374058,1368.55734533468,8.72770611445111,-20.3306738535563,8.72770611445111,-25.3477179209391,276.289732933044,35.111743927002,14.8070812225342,26.8701410064753,94.1158828735352,45.9894247055054,94.1158828735352,48.7632322311402
-120,72.3615798950195,-0.1,-8.24061153332391,1387.29110761643,6.22739064693453,-20.706324895223,8.76351340611777,-25.7448533376058,287.864582061768,37.9517974853516,14.5147113800049,28.7998267908334,101.898571014404,48.3363723754883,95.6516208648682,48.6234912872315
-116.25,72.3615798950195,-0.1,-8.54985632499059,1388.6877330073,5.97999481360118,-26.0072231292725,8.53955507278442,-26.0072231292725,279.660262107849,37.466121673584,13.9485969543457,29.8216561884333,101.034252166748,47.6332025527954,89.9936542510987,47.6332025527954
-112.5,72.3615798950195,-0.1,-8.81417925159136,1383.23483677628,5.71436981360118,-26.2005825042725,8.22900819778442,-26.2005825042725,276.016721725464,36.6249847412109,13.6260223388672,30.55551350734,100.830461502075,46.5937442779541,88.3288326263427,46.5937442779541
-108.75,72.3615798950195,-0.1,-9.02706987659136,1376.32386887267,5.45395314693451,-26.4160772959391,7.89046653111776,-26.4160772959391,276.66122341156,36.0732040405273,13.4446516036987,31.1476286321301,99.8714447021484,45.5476160049438,86.0162467956542,45.5476160049438
-93.75,72.3615798950195,-0.1,-9.57248007257779,1383.25612298483,5.08741668860118,-27.2936814626058,7.29281012217204,-27.2936814626058,335.117422103882,47.4519271850586,13.6117296218872,43.1035625534048,134.723960876465,44.8884849548339,131.085399627685,44.8884849548339
-86.25,72.3615798950195,-0.1,-9.29513632257779,1406.64683298656,5.70134898026784,-27.2800095876058,7.92692470550537,-27.2800095876058,373.104727745056,59.5447311401367,13.7942628860474,50.4312218481808,160.415313720703,45.9614610671997,158.98091506958,45.9614610671997
-82.5,72.3615798950195,-0.1,-8.84819617867469,1416.19741447576,8.57406028111777,-26.8223272959391,8.57406028111777,-26.8223272959391,381.374225616455,67.7092361450195,13.4993934631348,56.0957358584601,173.837036132812,45.6909523010254,173.837036132812,45.6909523010254
-78.75,72.3615798950195,-0.1,-7.96619744102159,1409.32432856249,9.43669064839683,-25.8027960459391,9.43669064839683,-25.8027960459391,366.722100257874,62.3778839111328,13.273946762085,53.5363207969783,164.66349029541,44.7419176101685,164.66349029541,44.7419176101685
-75,72.3615798950195,-0.1,-6.8132013802727,1383.63782346608,10.3735396067302,-24.2917283376058,10.3735396067302,-24.2917283376058,327.938459396362,52.3650283813477,12.6883993148804,47.2463715092248,139.632911682129,43.4894943237305,139.632911682129,43.4894943237305
-56.25,72.3615798950195,-0.1,-11.1847860316435,1049.75340411137,3.07080479462941,-23.0525569915772,3.07080479462941,-22.5358689626058,415.95170211792,69.1999053955078,16.2131633758545,49.161033394729,180.687168121338,56.0310497283935,180.687168121338,58.3741989135742
-26.25,72.3615798950195,-0.1,-15.5926648204525,997.567747905022,-3.50372911492983,-18.1428330739339,-2.19091392556826,-26.9334163665772,560.425363540649,71.9406890869141,31.8665370941162,32.0413802091235,211.725479125977,96.7841320037841,187.399192810059,118.666725158691
-22.5,72.3615798950195,-0.1,-11.5938016871611,939.916308124295,0.116713404655457,-14.6636614799499,0.827966252962746,-21.7201137542725,665.427791595459,80.9279708862305,38.6753005981445,27.7342398553314,237.719207763672,118.744155883789,206.784214019775,138.622882843018
18.75,68.6520156860352,-0.1,1.69460961967707,757.486530841454,11.4907271067302,-7.47379159927368,11.4907271067302,-7.47379159927368,686.505287170411,100.543464660645,32.8666229248047,40.9689955556904,276.688919067383,106.171234130859,276.688919067383,106.171234130859
22.5,68.6520156860352,-0.1,0.823353191216794,808.689835113404,11.1905968983968,-9.08577028910319,11.1905968983968,-9.08577028910319,630.304817199707,80.083366394043,29.5692081451416,35.3134005800834,232.074775695801,96.916597366333,232.074775695801,96.916597366333
26.25,68.6520156860352,-0.1,0.0577282210191193,841.291016146266,10.7166385650635,-10.3963171641032,10.7166385650635,-10.3963171641032,587.145984649658,71.1955490112305,27.5328311920166,34.4911058180328,207.861099243164,89.4198551177978,207.861099243164,89.4198551177978
30,68.6520156860352,-0.1,-0.465383718411117,843.453937376714,9.25082826614382,-11.0694942474365,10.1105187733968,-11.0694942474365,552.972005844116,66.2574234008789,26.4944190979004,32.3108703336211,187.894626617432,84.3945274353028,179.959022521973,84.3945274353028
52.5,68.6520156860352,-0.1,-4.45952435334523,1014.69856955028,7.98976055781048,-17.1000932057698,8.63656028111777,-17.1000932057698,477.844005584717,57.3363609313965,25.7224655151367,26.6880275396392,158.029937744141,77.2325592041015,154.465454101562,77.2325592041015
56.25,68.6520156860352,-0.1,-5.37879387537638,1084.18349844749,7.83936993281048,-18.8670101165772,8.72770611445111,-18.8670101165772,502.480928421021,58.9871788024902,25.6717166900635,27.783253960745,166.354137420654,77.4557838439942,162.743564605713,77.4557838439942
60,68.6520156860352,-0.1,-6.20529254277546,1152.3837600881,7.72153139114382,-20.6039892832438,8.82861757278444,-20.6039892832438,528.590448379517,63.7178764343262,25.6830196380615,30.3756706994419,178.964710235596,77.4168891906738,176.370506286621,77.4168891906738
63.75,68.6520156860352,-0.1,-6.7598172823588,1203.35310040364,7.72283347447715,-21.7615413665772,8.96728944778444,-21.7615413665772,550.093416213989,64.2647857666016,25.7913722991943,31.2337727809709,188.532642364502,77.6634464263915,183.840751647949,77.6634464263915
67.5,68.6520156860352,-0.1,-7.11544879277546,1236.00598838697,7.71046368281048,-22.5245621999105,9.01221132278444,-22.5245621999105,572.588748931885,72.1676025390625,25.1957454681396,35.015601745516,204.685333251953,76.3473377227782,202.934516906738,76.3473377227782
71.25,68.6520156860352,-0.1,-7.2349149386088,1259.41304250052,7.85890118281048,-22.8663590749105,9.23161236445111,-22.8663590749105,563.292520523071,69.6114959716797,23.9574432373047,35.3769595230258,202.97200012207,74.0363426208497,198.268825531006,74.0363426208497
75,68.6520156860352,-0.1,-7.28976519902546,1271.8317813262,7.95134909947715,-23.0030778249105,9.38656028111777,-23.0030778249105,546.324033737183,68.0498809814453,22.7311134338379,35.9208019569659,199.399742126465,71.9590950012207,192.162338256836,71.9590950012207
78.75,68.6520156860352,-0.1,-7.4605008761088,1281.7211835794,7.88884909947715,-21.1205043792725,9.40153423945111,-23.1782080332438,530.983381271362,66.4748764038086,22.0786056518555,36.358041810603,196.578590393066,75.9932365417481,187.330978393555,70.8606262207031
82.5,68.6520156860352,-0.1,-7.84982378284136,1294.75422539369,7.62387518088025,-21.5899054209391,9.24528423945111,-23.6085465749105,525.945407867432,66.6015396118164,21.5886726379395,37.6120794285028,197.249420166016,74.1606235504151,189.070037841797,69.7264976501465
86.25,68.6520156860352,-0.1,-8.50591098268826,1319.36408137666,7.17791163921358,-22.4440720876058,8.97510194778444,-24.4490413665772,525.641324996948,69.9634475708008,20.553747177124,41.000335368733,203.741333007812,70.9311637878418,198.641033172607,67.1368236541748
90,68.6520156860352,-0.1,-9.34803469230731,1358.0930164619,6.65968230366709,-23.6452439626058,8.68408616383872,-25.6925309499105,520.643510818481,73.1596603393555,19.4311599731445,44.027211601209,205.667175292969,67.0548152923584,204.881771087647,63.6453628540039
93.75,68.6520156860352,-0.1,-10.1740438044071,1400.21552400922,8.47119553883872,-24.8451137542725,8.47119553883872,-26.9145361582438,509.960819244385,73.7677230834961,18.0858764648438,46.7303335356956,206.858978271484,62.3875427246094,206.858978271484,59.0412330627442
97.5,68.6520156860352,-0.1,-10.9299031794071,1444.84256442108,8.32406012217205,-26.0684210459391,8.32406012217205,-28.1729996999105,497.176422119141,78.3200607299805,16.3343353271484,51.8768828955105,214.613655090332,56.823694229126,214.613655090332,53.6149673461914
101.25,68.6520156860352,-0.1,-11.4508992731571,1482.98097719585,8.31885178883872,-27.0234991709391,8.31885178883872,-29.1345882415772,485.986665725708,83.167839050293,14.3096828460693,59.1972370972867,227.666206359863,50.4699554443359,227.666206359863,47.4845218658447
105,68.6520156860352,-0.1,-11.6486531794071,1523.52014822099,8.69059658050539,-29.7999528249105,8.69059658050539,-29.7999528249105,470.050092697144,83.9631805419922,12.2519750595093,66.2238841453906,235.863296508789,41.3277254104615,235.863296508789,41.3277254104615
108.75,68.6520156860352,-0.1,-11.5508341689904,1560.36377935739,9.30583095550539,-30.1371924082438,9.30583095550539,-30.1371924082438,436.699353218079,81.6599349975586,10.7717885971069,69.8855859944146,225.905380249023,36.3164033889771,225.905380249023,36.3164033889771
112.5,68.6520156860352,-0.1,-11.2809773186842,1594.56626802478,10.0232791900635,-30.3390153249105,10.0232791900635,-30.3390153249105,391.730738639831,71.9479827880859,9.71626663208008,70.3019694709476,203.130393981934,32.3956909179687,203.130393981934,32.3956909179687
116.25,68.6520156860352,-0.1,-10.9715697690844,1619.67054128265,10.6580448150635,-28.2565720876058,10.6580448150635,-30.3761246999105,339.922507286072,60.1921615600586,9.25498867034912,66.5462017713559,170.679744720459,31.7839651107788,170.679744720459,30.8266401290893
120,68.6520156860352,-0.1,-10.8311075295011,1633.89881720523,10.9601281483968,-28.2774054209391,10.9601281483968,-30.4386246999105,311.888800621033,54.5138854980469,9.30800628662109,62.3299910766893,151.401622772217,31.3932819366455,151.401622772217,31.0300273895263
123.75,68.6520156860352,-0.1,-11.0423705478509,1644.40395233565,10.8168989817302,-28.5404262542725,10.8168989817302,-30.8240413665772,306.015924453735,51.4957504272461,9.95223999023438,58.3959831226607,143.247367858887,32.3777751922608,143.247367858887,32.6368865966798
127.5,68.6520156860352,-0.1,-11.5404174625873,1647.62485513486,10.3344769477844,-28.9486293792725,10.3344769477844,-31.3110205332438,314.182304382324,49.2809104919434,10.6566352844238,55.6974203529432,142.519790649414,34.0761318206787,142.519790649414,34.7976531982422
131.25,68.6520156860352,-0.1,-12.3027874131997,1641.23703189968,9.42887798945111,-29.5697237650553,9.42887798945111,-31.9522978464762,342.901067733765,56.9123420715332,11.3184356689453,59.5585625616621,161.445259094238,35.8905258178711,161.445259094238,36.6952991485595
135,68.6520156860352,-0.1,-13.0334189732869,1628.9902508598,8.50374762217205,-30.1380831400553,8.50374762217205,-32.4887561798096,374.34081363678,66.9012680053711,12.0409269332886,64.1029745814333,182.885414123535,38.2175760269166,182.885414123535,38.963028907776
138.75,68.6520156860352,-0.1,-13.394584496816,1610.060015518,7.89567470550539,-30.3158181508382,7.89567470550539,-32.5909703572591,403.147672653198,75.3484649658203,13.0193166732788,65.3939956075409,199.871753692627,42.4375877380371,199.871753692627,42.854941368103
142.5,68.6520156860352,-0.1,-13.3514528274536,1581.9647156056,7.56299241383872,-30.0729789733887,7.56299241383872,-32.2381051381429,439.791430473328,84.2829742431641,14.9571561813354,64.2022596482894,216.023818969727,49.284550666809,216.023818969727,49.461775779724
146.25,68.6520156860352,-0.1,-12.9246948560079,1549.72715934341,7.57991949717205,-29.4336554209391,7.57991949717205,-31.4692236582438,460.541723251343,86.8983383178711,16.5521430969238,60.5523972218065,219.320705413818,55.4129734039306,219.320705413818,55.5389823913574
150,68.6520156860352,-0.1,-12.2629110018412,1515.93738616144,7.82015387217205,-28.5391241709391,7.82015387217205,-30.4112809499105,444.538833618164,79.6486663818359,16.6950359344482,54.7993662171946,200.149848937988,57.3195266723633,200.149848937988,57.4831867218018
153.75,68.6520156860352,-0.1,-11.6051961481571,1479.9959197239,5.21046356360119,-22.6171321868896,8.02327887217205,-29.3220882415772,412.072908401489,72.1128082275391,16.0604496002197,50.979838438359,179.428283691406,55.1410522460937,178.402450561523,55.5451679229737
157.5,68.6520156860352,-0.1,-11.2103393773238,1444.44334906266,5.28468231360119,-22.1236426035563,7.95426845550539,-28.5095882415772,377.095063209534,62.8869476318359,15.3445749282837,47.0189810623628,159.242305755615,51.5361337661743,155.543434143066,52.6375246047973
161.25,68.6520156860352,-0.1,-11.2054565648238,1411.20820155837,5.00343231360119,-22.003199895223,7.49072678883872,-28.1437028249105,367.165660858154,57.7678604125977,14.9957389831543,44.7531368263868,152.221096038818,50.2286357879638,146.495643615723,51.0697593688965
165,68.6520156860352,-0.1,-11.4679891169071,1376.99521952323,4.48259898026784,-26.6087856292725,6.72249762217204,-28.0896663665772,377.296052932739,55.8695411682129,15.9529724121094,42.4810830436051,154.458324432373,52.680341720581,144.017372131348,53.3775024414062
168.75,68.6520156860352,-0.1,-11.8421753247579,1334.57490122136,3.75082810719808,-26.7429002126058,5.62093512217204,-28.1378434499105,424.747850418091,62.581729888916,18.0230007171631,42.2276407333647,173.652053833008,59.3911514282227,161.514560699463,60.2712650299073
172.5,68.6520156860352,-0.1,-12.0231649478277,1290.38465601501,3.15968211491903,-26.7728481292725,4.59879954655965,-26.7728481292725,470.942998886108,65.2971725463867,21.1146850585938,38.3700951369431,186.251918792724,69.2939414978028,168.599933624267,69.2939414978028
176.25,68.6520156860352,-0.1,-11.8112508654594,1242.99668994748,2.85108840465546,-26.4492804209391,3.85856521129608,-26.4492804209391,510.470428466797,65.3674926757812,24.286319732666,34.2106700238574,192.759853363037,79.0945091247558,171.493373870849,79.0945091247558
180,68.6520156860352,-0.1,-11.1444201668103,1200.30534776261,2.90512486298879,-21.9166113535563,3.59163812796275,-25.7611293792725,506.49595451355,61.8082160949707,25.3019199371338,30.3859584961026,179.725875854492,82.3367366790772,154.293571472168,82.855453491211
-161.25,68.6520156860352,-0.1,-6.64686035116514,1180.98839750409,5.48194773991903,-17.5272884368896,7.19059642155965,-22.0143845876058,383.967838287354,54.0712356567383,19.5542869567871,34.8335459559207,145.083648681641,59.9986953735351,139.811912536621,64.0947589874267
-157.5,68.6520156860352,-0.1,-6.57296704252561,1199.39020249278,7.71077903111776,-17.223903020223,7.71077903111776,-21.9701137542725,420.525817871094,61.0087394714355,19.3128128051758,40.968564416478,168.062187194824,61.3652839660644,168.062187194824,66.1827316284179
-153.75,68.6520156860352,-0.1,-6.61756338675817,1218.34979122394,8.09554465611776,-17.079371770223,8.09554465611776,-22.0195929209391,501.548149108887,82.6097793579102,20.4998531341553,53.0394386631271,229.73477935791,64.6429901123047,229.73477935791,68.9136524200439
-150,68.6520156860352,-0.1,-6.6193537513415,1226.23478827148,8.32406028111776,-16.897731145223,8.32406028111776,-21.9623012542725,523.396650314331,91.1249084472656,20.5807971954346,57.7863485757437,251.020454406738,65.2242755889893,251.020454406738,69.4743690490723
-146.25,68.6520156860352,-0.1,-6.51844229300817,1228.03376625515,8.50960715611776,-16.661403020223,8.50960715611776,-21.7845668792725,495.867727279663,85.4169769287109,18.7519378662109,57.0147629350801,236.548309326172,63.0255241394043,236.548309326172,68.7075862884522
-142.5,68.6520156860352,-0.1,-6.30376130342483,1242.24832543381,8.93994569778444,-16.4478613535563,8.93994569778444,-21.6322231292725,512.120985031128,90.3621139526367,18.8047065734863,60.804458236956,252.041381835938,62.7866401672363,252.041381835938,67.8649311065674
-138.75,68.6520156860352,-0.1,-5.98654127120971,1272.09364287501,9.65478960673016,-16.260361512502,9.65478960673016,-21.5384731292725,578.119373321533,109.105133056641,20.6751327514648,68.9731795258894,302.393371582031,65.0141830444336,302.393371582031,67.9597797393799
-135,68.6520156860352,-0.1,-5.64051262537638,1300.02833486067,10.3429406483968,-16.0246844291687,10.3429406483968,-21.4362595876058,577.323551177979,103.600486755371,21.5778121948242,66.1878553208984,292.271820068359,65.3900108337402,292.271820068359,67.3619136810303
