"Timeslice_younger","BIO","Value","Source"
"12.5","BIO14","3.87003174051426e-07","Pnon-growing change"
"12.5","BIO17","0.281564129424302","Pnon-growing change"
"12.5","BIO19","1","Pnon-growing change"
"13","BIO14","8.56688583854227e-08","Pnon-growing change"
"13","BIO17","0.0542742875465503","Pnon-growing change"
"13","BIO19","0.0751341537391196","Pnon-growing change"
"13.5","BIO14","7.92022304640699e-08","Pnon-growing change"
"13.5","BIO17","0.048314077163376","Pnon-growing change"
"13.5","BIO19","0.0867926406327835","Pnon-growing change"
"14","BIO14","2.04828206679705e-07","Pnon-growing change"
"14","BIO17","0.113864374797204","Pnon-growing change"
"14","BIO19","0.238820007844161","Pnon-growing change"
"14.5","BIO14","1.2317732251904e-07","Pnon-growing change"
"14.5","BIO17","0.0726190919719744","Pnon-growing change"
"14.5","BIO19","0.165612879587144","Pnon-growing change"
"15","BIO14","1.02769191805369e-07","Pnon-growing change"
"15","BIO17","0.0750749528319589","Pnon-growing change"
"15","BIO19","0.205331896154642","Pnon-growing change"
"15.5","BIO14","0.50948161517217","Pnon-growing change"
"15.5","BIO17","0.0755998421680499","Pnon-growing change"
"15.5","BIO19","0.0183586301716416","Pnon-growing change"
"16","BIO14","1.49734564923813e-07","Pnon-growing change"
"16","BIO17","0.0283122437794964","Pnon-growing change"
"16","BIO19","0.0289247693258212","Pnon-growing change"
"16.5","BIO14","1","Pnon-growing change"
"16.5","BIO17","0.228349121101654","Pnon-growing change"
"16.5","BIO19","0.0498118652073347","Pnon-growing change"
"17","BIO14","1.27673338437866e-08","Pnon-growing change"
"17","BIO17","1","Pnon-growing change"
"17","BIO19","0.0280538225234362","Pnon-growing change"
"17.5","BIO14","2.40153569043078e-07","Pnon-growing change"
"17.5","BIO17","0.114499723964997","Pnon-growing change"
"17.5","BIO19","0.366495834093994","Pnon-growing change"
"18","BIO14","1.49540506048167e-07","Pnon-growing change"
"18","BIO17","0.0944161161144843","Pnon-growing change"
"18","BIO19","0.348166631760967","Pnon-growing change"
"18.5","BIO14","0.492599181926532","Pnon-growing change"
"18.5","BIO17","0.0739662259119807","Pnon-growing change"
"18.5","BIO19","0.0262691635247079","Pnon-growing change"
"19","BIO14","7.41930676377493e-08","Pnon-growing change"
"19","BIO17","0.0556607199947529","Pnon-growing change"
"19","BIO19","0.0752496560287378","Pnon-growing change"
"19.5","BIO14","0.483751788292983","Pnon-growing change"
"19.5","BIO17","0.570932798236529","Pnon-growing change"
"19.5","BIO19","0.0536229338739022","Pnon-growing change"
"20","BIO14","3.9869999189776e-09","Pnon-growing change"
"20","BIO17","0","Pnon-growing change"
"20","BIO19","0.00846874756305333","Pnon-growing change"
"20.5","BIO14","0","Pnon-growing change"
"20.5","BIO17","0.00535894632079126","Pnon-growing change"
"20.5","BIO19","0.0178297822039356","Pnon-growing change"
