"Longitude","Latitude","Timeslice","Magnitude"
116.25,57.5209922790527,-0.3,2
120,57.5209922790527,-0.3,1
123.75,57.5209922790527,-0.3,1
127.5,57.5209922790527,-0.3,2
131.25,57.5209922790527,-0.3,2
135,57.5209922790527,-0.3,2
157.5,57.5209922790527,-0.3,1
-157.5,57.5209922790527,-0.3,2
-153.75,57.5209922790527,-0.3,2
-135,57.5209922790527,-0.3,0
-131.25,57.5209922790527,-0.3,2
-127.5,57.5209922790527,-0.3,2
-123.75,57.5209922790527,-0.3,2
-120,57.5209922790527,-0.3,1
-116.25,57.5209922790527,-0.3,1
-112.5,57.5209922790527,-0.3,3
-108.75,57.5209922790527,-0.3,2
-105,57.5209922790527,-0.3,2
-101.25,57.5209922790527,-0.3,2
-97.5,57.5209922790527,-0.3,1
-93.75,57.5209922790527,-0.3,1
-75,57.5209922790527,-0.3,1
-71.25,57.5209922790527,-0.3,1
-67.5,57.5209922790527,-0.3,1
-63.75,57.5209922790527,-0.3,1
0,53.8102722167969,-0.3,3
7.5,53.8102722167969,-0.3,1
11.25,53.8102722167969,-0.3,1
15,53.8102722167969,-0.3,1
18.75,53.8102722167969,-0.3,1
22.5,53.8102722167969,-0.3,1
26.25,53.8102722167969,-0.3,2
30,53.8102722167969,-0.3,2
33.75,53.8102722167969,-0.3,2
37.5,53.8102722167969,-0.3,1
41.25,53.8102722167969,-0.3,2
45,53.8102722167969,-0.3,2
48.75,53.8102722167969,-0.3,2
52.5,53.8102722167969,-0.3,2
56.25,53.8102722167969,-0.3,2
60,53.8102722167969,-0.3,2
63.75,53.8102722167969,-0.3,0
67.5,53.8102722167969,-0.3,0
71.25,53.8102722167969,-0.3,0
75,53.8102722167969,-0.3,2
78.75,53.8102722167969,-0.3,2
82.5,53.8102722167969,-0.3,3
86.25,53.8102722167969,-0.3,3
90,53.8102722167969,-0.3,1
93.75,53.8102722167969,-0.3,2
97.5,53.8102722167969,-0.3,2
101.25,53.8102722167969,-0.3,2
105,53.8102722167969,-0.3,2
108.75,53.8102722167969,-0.3,2
112.5,53.8102722167969,-0.3,2
116.25,53.8102722167969,-0.3,1
120,53.8102722167969,-0.3,1
123.75,53.8102722167969,-0.3,1
127.5,53.8102722167969,-0.3,1
131.25,53.8102722167969,-0.3,1
135,53.8102722167969,-0.3,1
138.75,53.8102722167969,-0.3,2
157.5,53.8102722167969,-0.3,0
-127.5,53.8102722167969,-0.3,3
-123.75,53.8102722167969,-0.3,0
-120,53.8102722167969,-0.3,0
-116.25,53.8102722167969,-0.3,1
-112.5,53.8102722167969,-0.3,3
-108.75,53.8102722167969,-0.3,2
-105,53.8102722167969,-0.3,2
-101.25,53.8102722167969,-0.3,2
-97.5,53.8102722167969,-0.3,2
-93.75,53.8102722167969,-0.3,2
-90,53.8102722167969,-0.3,1
-86.25,53.8102722167969,-0.3,2
-82.5,53.8102722167969,-0.3,2
-75,53.8102722167969,-0.3,2
-71.25,53.8102722167969,-0.3,1
-67.5,53.8102722167969,-0.3,1
-63.75,53.8102722167969,-0.3,1
-60,53.8102722167969,-0.3,1
-7.5,53.8102722167969,-0.3,3
-3.75,53.8102722167969,-0.3,3
0,50.0994529724121,-0.3,1
3.75,50.0994529724121,-0.3,1
7.5,50.0994529724121,-0.3,1
11.25,50.0994529724121,-0.3,1
15,50.0994529724121,-0.3,1
18.75,50.0994529724121,-0.3,1
22.5,50.0994529724121,-0.3,1
26.25,50.0994529724121,-0.3,2
30,50.0994529724121,-0.3,2
33.75,50.0994529724121,-0.3,0
37.5,50.0994529724121,-0.3,0
41.25,50.0994529724121,-0.3,0
45,50.0994529724121,-0.3,2
48.75,50.0994529724121,-0.3,2
52.5,50.0994529724121,-0.3,0
56.25,50.0994529724121,-0.3,0
60,50.0994529724121,-0.3,0
63.75,50.0994529724121,-0.3,2
67.5,50.0994529724121,-0.3,0
71.25,50.0994529724121,-0.3,0
75,50.0994529724121,-0.3,2
78.75,50.0994529724121,-0.3,2
82.5,50.0994529724121,-0.3,2
86.25,50.0994529724121,-0.3,0
90,50.0994529724121,-0.3,1
93.75,50.0994529724121,-0.3,3
97.5,50.0994529724121,-0.3,1
101.25,50.0994529724121,-0.3,1
105,50.0994529724121,-0.3,0
108.75,50.0994529724121,-0.3,1
112.5,50.0994529724121,-0.3,1
116.25,50.0994529724121,-0.3,1
120,50.0994529724121,-0.3,1
123.75,50.0994529724121,-0.3,1
127.5,50.0994529724121,-0.3,1
131.25,50.0994529724121,-0.3,1
135,50.0994529724121,-0.3,1
138.75,50.0994529724121,-0.3,1
-123.75,50.0994529724121,-0.3,3
-120,50.0994529724121,-0.3,0
-116.25,50.0994529724121,-0.3,0
-112.5,50.0994529724121,-0.3,3
-108.75,50.0994529724121,-0.3,3
-105,50.0994529724121,-0.3,2
-101.25,50.0994529724121,-0.3,2
-97.5,50.0994529724121,-0.3,2
-93.75,50.0994529724121,-0.3,2
-90,50.0994529724121,-0.3,2
-86.25,50.0994529724121,-0.3,2
-82.5,50.0994529724121,-0.3,1
-78.75,50.0994529724121,-0.3,1
-75,50.0994529724121,-0.3,1
-71.25,50.0994529724121,-0.3,2
-67.5,50.0994529724121,-0.3,2
-3.75,50.0994529724121,-0.3,3
0,46.388557434082,-0.3,3
3.75,46.388557434082,-0.3,2
7.5,46.388557434082,-0.3,2
11.25,46.388557434082,-0.3,2
15,46.388557434082,-0.3,2
18.75,46.388557434082,-0.3,1
22.5,46.388557434082,-0.3,1
26.25,46.388557434082,-0.3,2
30,46.388557434082,-0.3,0
33.75,46.388557434082,-0.3,0
37.5,46.388557434082,-0.3,1
41.25,46.388557434082,-0.3,0
45,46.388557434082,-0.3,2
56.25,46.388557434082,-0.3,0
60,46.388557434082,-0.3,0
63.75,46.388557434082,-0.3,0
67.5,46.388557434082,-0.3,2
71.25,46.388557434082,-0.3,2
75,46.388557434082,-0.3,2
78.75,46.388557434082,-0.3,0
82.5,46.388557434082,-0.3,1
86.25,46.388557434082,-0.3,0
90,46.388557434082,-0.3,0
93.75,46.388557434082,-0.3,0
97.5,46.388557434082,-0.3,1
101.25,46.388557434082,-0.3,1
105,46.388557434082,-0.3,0
108.75,46.388557434082,-0.3,2
112.5,46.388557434082,-0.3,2
116.25,46.388557434082,-0.3,2
120,46.388557434082,-0.3,1
123.75,46.388557434082,-0.3,1
127.5,46.388557434082,-0.3,1
131.25,46.388557434082,-0.3,2
135,46.388557434082,-0.3,2
-123.75,46.388557434082,-0.3,2
-120,46.388557434082,-0.3,3
-116.25,46.388557434082,-0.3,3
-112.5,46.388557434082,-0.3,3
-108.75,46.388557434082,-0.3,2
-105,46.388557434082,-0.3,1
-101.25,46.388557434082,-0.3,1
-97.5,46.388557434082,-0.3,1
-93.75,46.388557434082,-0.3,1
-90,46.388557434082,-0.3,2
-86.25,46.388557434082,-0.3,2
-82.5,46.388557434082,-0.3,1
-78.75,46.388557434082,-0.3,1
-75,46.388557434082,-0.3,1
-71.25,46.388557434082,-0.3,1
-67.5,46.388557434082,-0.3,1
-63.75,46.388557434082,-0.3,1
0,42.677604675293,-0.3,3
11.25,42.677604675293,-0.3,1
15,42.677604675293,-0.3,3
18.75,42.677604675293,-0.3,0
22.5,42.677604675293,-0.3,0
26.25,42.677604675293,-0.3,0
41.25,42.677604675293,-0.3,2
45,42.677604675293,-0.3,0
52.5,42.677604675293,-0.3,0
56.25,42.677604675293,-0.3,0
60,42.677604675293,-0.3,0
63.75,42.677604675293,-0.3,0
67.5,42.677604675293,-0.3,2
71.25,42.677604675293,-0.3,2
75,42.677604675293,-0.3,0
78.75,42.677604675293,-0.3,1
82.5,42.677604675293,-0.3,1
86.25,42.677604675293,-0.3,1
90,42.677604675293,-0.3,1
93.75,42.677604675293,-0.3,1
97.5,42.677604675293,-0.3,1
101.25,42.677604675293,-0.3,1
105,42.677604675293,-0.3,0
108.75,42.677604675293,-0.3,2
112.5,42.677604675293,-0.3,2
116.25,42.677604675293,-0.3,1
120,42.677604675293,-0.3,1
123.75,42.677604675293,-0.3,1
127.5,42.677604675293,-0.3,1
131.25,42.677604675293,-0.3,1
-123.75,42.677604675293,-0.3,3
-120,42.677604675293,-0.3,2
-116.25,42.677604675293,-0.3,2
-112.5,42.677604675293,-0.3,2
-108.75,42.677604675293,-0.3,0
-105,42.677604675293,-0.3,1
-101.25,42.677604675293,-0.3,1
-97.5,42.677604675293,-0.3,1
-93.75,42.677604675293,-0.3,1
-90,42.677604675293,-0.3,1
-86.25,42.677604675293,-0.3,1
-82.5,42.677604675293,-0.3,1
-78.75,42.677604675293,-0.3,1
-75,42.677604675293,-0.3,1
-71.25,42.677604675293,-0.3,1
-7.5,42.677604675293,-0.3,1
-3.75,42.677604675293,-0.3,3
15,38.966609954834,-0.3,0
22.5,38.966609954834,-0.3,0
30,38.966609954834,-0.3,1
33.75,38.966609954834,-0.3,1
37.5,38.966609954834,-0.3,0
41.25,38.966609954834,-0.3,0
45,38.966609954834,-0.3,0
48.75,38.966609954834,-0.3,1
56.25,38.966609954834,-0.3,0
60,38.966609954834,-0.3,0
63.75,38.966609954834,-0.3,0
67.5,38.966609954834,-0.3,0
71.25,38.966609954834,-0.3,2
75,38.966609954834,-0.3,0
78.75,38.966609954834,-0.3,1
82.5,38.966609954834,-0.3,3
86.25,38.966609954834,-0.3,1
90,38.966609954834,-0.3,1
93.75,38.966609954834,-0.3,2
97.5,38.966609954834,-0.3,3
101.25,38.966609954834,-0.3,1
105,38.966609954834,-0.3,1
108.75,38.966609954834,-0.3,1
112.5,38.966609954834,-0.3,1
116.25,38.966609954834,-0.3,1
120,38.966609954834,-0.3,1
127.5,38.966609954834,-0.3,1
-123.75,38.966609954834,-0.3,3
-120,38.966609954834,-0.3,2
-116.25,38.966609954834,-0.3,2
-112.5,38.966609954834,-0.3,2
-108.75,38.966609954834,-0.3,0
-105,38.966609954834,-0.3,0
-101.25,38.966609954834,-0.3,2
-97.5,38.966609954834,-0.3,0
-93.75,38.966609954834,-0.3,0
-90,38.966609954834,-0.3,0
-86.25,38.966609954834,-0.3,1
-82.5,38.966609954834,-0.3,1
-78.75,38.966609954834,-0.3,1
-7.5,38.966609954834,-0.3,0
-3.75,38.966609954834,-0.3,0
0,35.2555809020996,-0.3,0
3.75,35.2555809020996,-0.3,0
7.5,35.2555809020996,-0.3,0
37.5,35.2555809020996,-0.3,1
41.25,35.2555809020996,-0.3,1
45,35.2555809020996,-0.3,0
48.75,35.2555809020996,-0.3,0
52.5,35.2555809020996,-0.3,0
56.25,35.2555809020996,-0.3,0
60,35.2555809020996,-0.3,0
63.75,35.2555809020996,-0.3,1
67.5,35.2555809020996,-0.3,0
71.25,35.2555809020996,-0.3,0
75,35.2555809020996,-0.3,3
78.75,35.2555809020996,-0.3,0
82.5,35.2555809020996,-0.3,0
86.25,35.2555809020996,-0.3,1
90,35.2555809020996,-0.3,2
93.75,35.2555809020996,-0.3,0
97.5,35.2555809020996,-0.3,2
101.25,35.2555809020996,-0.3,2
105,35.2555809020996,-0.3,1
108.75,35.2555809020996,-0.3,1
112.5,35.2555809020996,-0.3,1
116.25,35.2555809020996,-0.3,1
135,35.2555809020996,-0.3,1
-120,35.2555809020996,-0.3,1
-116.25,35.2555809020996,-0.3,1
-112.5,35.2555809020996,-0.3,1
-108.75,35.2555809020996,-0.3,0
-105,35.2555809020996,-0.3,0
-101.25,35.2555809020996,-0.3,1
-97.5,35.2555809020996,-0.3,2
-93.75,35.2555809020996,-0.3,0
-90,35.2555809020996,-0.3,0
-86.25,35.2555809020996,-0.3,2
-82.5,35.2555809020996,-0.3,2
-78.75,35.2555809020996,-0.3,2
0,31.5445232391357,-0.3,0
3.75,31.5445232391357,-0.3,0
7.5,31.5445232391357,-0.3,0
11.25,31.5445232391357,-0.3,0
15,31.5445232391357,-0.3,0
18.75,31.5445232391357,-0.3,0
22.5,31.5445232391357,-0.3,0
33.75,31.5445232391357,-0.3,0
37.5,31.5445232391357,-0.3,0
41.25,31.5445232391357,-0.3,0
45,31.5445232391357,-0.3,0
48.75,31.5445232391357,-0.3,0
52.5,31.5445232391357,-0.3,1
56.25,31.5445232391357,-0.3,1
60,31.5445232391357,-0.3,0
63.75,31.5445232391357,-0.3,0
67.5,31.5445232391357,-0.3,0
71.25,31.5445232391357,-0.3,1
75,31.5445232391357,-0.3,2
78.75,31.5445232391357,-0.3,2
82.5,31.5445232391357,-0.3,2
86.25,31.5445232391357,-0.3,2
90,31.5445232391357,-0.3,2
93.75,31.5445232391357,-0.3,2
97.5,31.5445232391357,-0.3,2
101.25,31.5445232391357,-0.3,2
105,31.5445232391357,-0.3,1
108.75,31.5445232391357,-0.3,1
112.5,31.5445232391357,-0.3,1
116.25,31.5445232391357,-0.3,1
120,31.5445232391357,-0.3,0
-116.25,31.5445232391357,-0.3,0
-112.5,31.5445232391357,-0.3,0
-108.75,31.5445232391357,-0.3,0
-105,31.5445232391357,-0.3,0
-101.25,31.5445232391357,-0.3,1
-97.5,31.5445232391357,-0.3,2
-93.75,31.5445232391357,-0.3,1
-90,31.5445232391357,-0.3,0
-86.25,31.5445232391357,-0.3,1
-82.5,31.5445232391357,-0.3,1
-7.5,31.5445232391357,-0.3,0
-3.75,31.5445232391357,-0.3,0
0,27.8334445953369,-0.3,0
3.75,27.8334445953369,-0.3,0
7.5,27.8334445953369,-0.3,0
11.25,27.8334445953369,-0.3,0
15,27.8334445953369,-0.3,0
18.75,27.8334445953369,-0.3,0
22.5,27.8334445953369,-0.3,0
26.25,27.8334445953369,-0.3,0
30,27.8334445953369,-0.3,0
33.75,27.8334445953369,-0.3,1
37.5,27.8334445953369,-0.3,1
41.25,27.8334445953369,-0.3,1
45,27.8334445953369,-0.3,1
48.75,27.8334445953369,-0.3,1
56.25,27.8334445953369,-0.3,1
60,27.8334445953369,-0.3,1
63.75,27.8334445953369,-0.3,2
67.5,27.8334445953369,-0.3,3
71.25,27.8334445953369,-0.3,3
75,27.8334445953369,-0.3,2
78.75,27.8334445953369,-0.3,0
82.5,27.8334445953369,-0.3,1
86.25,27.8334445953369,-0.3,2
90,27.8334445953369,-0.3,2
93.75,27.8334445953369,-0.3,2
97.5,27.8334445953369,-0.3,2
101.25,27.8334445953369,-0.3,1
105,27.8334445953369,-0.3,1
108.75,27.8334445953369,-0.3,1
112.5,27.8334445953369,-0.3,0
116.25,27.8334445953369,-0.3,0
120,27.8334445953369,-0.3,0
-112.5,27.8334445953369,-0.3,1
-108.75,27.8334445953369,-0.3,1
-105,27.8334445953369,-0.3,0
-101.25,27.8334445953369,-0.3,2
-97.5,27.8334445953369,-0.3,3
-11.25,27.8334445953369,-0.3,1
-7.5,27.8334445953369,-0.3,1
-3.75,27.8334445953369,-0.3,0
0,24.1223487854004,-0.3,0
3.75,24.1223487854004,-0.3,0
7.5,24.1223487854004,-0.3,0
11.25,24.1223487854004,-0.3,0
15,24.1223487854004,-0.3,0
18.75,24.1223487854004,-0.3,0
22.5,24.1223487854004,-0.3,0
26.25,24.1223487854004,-0.3,0
30,24.1223487854004,-0.3,1
33.75,24.1223487854004,-0.3,2
41.25,24.1223487854004,-0.3,3
45,24.1223487854004,-0.3,2
48.75,24.1223487854004,-0.3,2
71.25,24.1223487854004,-0.3,0
75,24.1223487854004,-0.3,1
78.75,24.1223487854004,-0.3,1
82.5,24.1223487854004,-0.3,0
86.25,24.1223487854004,-0.3,1
90,24.1223487854004,-0.3,1
93.75,24.1223487854004,-0.3,2
97.5,24.1223487854004,-0.3,1
101.25,24.1223487854004,-0.3,1
105,24.1223487854004,-0.3,0
108.75,24.1223487854004,-0.3,0
112.5,24.1223487854004,-0.3,0
116.25,24.1223487854004,-0.3,1
-105,24.1223487854004,-0.3,3
-101.25,24.1223487854004,-0.3,1
-15,24.1223487854004,-0.3,1
-11.25,24.1223487854004,-0.3,2
-7.5,24.1223487854004,-0.3,2
-3.75,24.1223487854004,-0.3,1
0,20.4112377166748,-0.3,3
3.75,20.4112377166748,-0.3,3
7.5,20.4112377166748,-0.3,2
11.25,20.4112377166748,-0.3,2
15,20.4112377166748,-0.3,2
18.75,20.4112377166748,-0.3,2
22.5,20.4112377166748,-0.3,2
26.25,20.4112377166748,-0.3,2
30,20.4112377166748,-0.3,3
33.75,20.4112377166748,-0.3,3
41.25,20.4112377166748,-0.3,3
45,20.4112377166748,-0.3,3
48.75,20.4112377166748,-0.3,3
52.5,20.4112377166748,-0.3,3
56.25,20.4112377166748,-0.3,3
71.25,20.4112377166748,-0.3,0
75,20.4112377166748,-0.3,2
78.75,20.4112377166748,-0.3,2
82.5,20.4112377166748,-0.3,2
97.5,20.4112377166748,-0.3,2
101.25,20.4112377166748,-0.3,2
105,20.4112377166748,-0.3,1
108.75,20.4112377166748,-0.3,1
-101.25,20.4112377166748,-0.3,2
-97.5,20.4112377166748,-0.3,3
-90,20.4112377166748,-0.3,0
-15,20.4112377166748,-0.3,2
-11.25,20.4112377166748,-0.3,2
-7.5,20.4112377166748,-0.3,2
-3.75,20.4112377166748,-0.3,3
0,16.7001171112061,-0.3,3
3.75,16.7001171112061,-0.3,3
7.5,16.7001171112061,-0.3,3
11.25,16.7001171112061,-0.3,3
15,16.7001171112061,-0.3,3
18.75,16.7001171112061,-0.3,3
22.5,16.7001171112061,-0.3,3
26.25,16.7001171112061,-0.3,3
