"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Timeslice_younger","Timeslice_older","Timeslice_span","EMD"
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",7,7.5,0.5,0.347731083631516
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",8.5,9,0.5,0.323916047811508
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",9,9.5,0.5,0.288467288017273
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",9.5,10,0.5,0.400588244199753
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",18,18.5,0.5,0.159673377871513
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",19.5,20,0.5,0.265342772006989
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",20,20.5,0.5,0.0994947552680969
31,"Alut Lake",60.14,152.33,480,"Asia",8,8.5,0.5,0.0566649436950684
31,"Alut Lake",60.14,152.33,480,"Asia",8.5,9,0.5,0.0821382477879524
31,"Alut Lake",60.14,152.33,480,"Asia",9,9.5,0.5,0.334785342216492
31,"Alut Lake",60.14,152.33,480,"Asia",9.5,10,0.5,0.169093370437622
31,"Alut Lake",60.14,152.33,480,"Asia",10,10.5,0.5,0.182955101132393
31,"Alut Lake",60.14,152.33,480,"Asia",10.5,11,0.5,0.0236054994165897
31,"Alut Lake",60.14,152.33,480,"Asia",11,11.5,0.5,0.284750998020172
31,"Alut Lake",60.14,152.33,480,"Asia",11.5,12,0.5,0.180180609226227
31,"Alut Lake",60.14,152.33,480,"Asia",20.5,21,0.5,0.202573239803314
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",1.5,2,0.5,0.459723502397537
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",2,2.5,0.5,0.347514510154724
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",4.5,5,0.5,0.410183697938919
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",5,5.5,0.5,0.218861758708954
69,"Amguema River Valley Exposure 2",67.66667,178.6,87,"Asia",2,2.5,0.5,0.447577655315399
69,"Amguema River Valley Exposure 2",67.66667,178.6,87,"Asia",2.5,3,0.5,0.355180948972702
230,"Lower Barabaschevka River Exposure 594",43.13333,131.6,5,"Asia",5,5.5,0.5,0.214812725782394
230,"Lower Barabaschevka River Exposure 594",43.13333,131.6,5,"Asia",7,7.5,0.5,0.17886608839035
256,"Belaya Skala Exposure",43.25,134.5667,4,"Asia",4,4.5,0.5,0.309447765350342
256,"Belaya Skala Exposure",43.25,134.5667,4,"Asia",5.5,6,0.5,0.527226388454437
256,"Belaya Skala Exposure",43.25,134.5667,4,"Asia",6,6.5,0.5,0.225433126091957
256,"Belaya Skala Exposure",43.25,134.5667,4,"Asia",6.5,7,0.5,0.273947060108185
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",16.5,17,0.5,0.231461465358734
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",17,17.5,0.5,0.213898599147797
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",18.5,19,0.5,0.200627774000168
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",19,19.5,0.5,0.214445576071739
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",19.5,20,0.5,0.216235443949699
259,"Berelyekh River, Indigirka Lowland",70.58333,145,20,"Asia",20,20.5,0.5,0.197099953889847
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",0,0.5,0.5,0.165605962276459
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",0.5,1,0.5,0.140753567218781
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",1,1.5,0.5,0.110686019062996
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",1.5,2,0.5,0.105054646730423
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",2,2.5,0.5,0.155445456504822
261,"Betenkyos Exposure, Adycha River",67.66667,135.5833,135,"Asia",2.5,3,0.5,0.0811025351285934
335,"Chistoye Lake Exposure",59.55,151.8333,91,"Asia",2,2.5,0.5,0.105525150895119
335,"Chistoye Lake Exposure",59.55,151.8333,91,"Asia",4.5,5,0.5,0.485177844762802
335,"Chistoye Lake Exposure",59.55,151.8333,91,"Asia",5,5.5,0.5,0.26206511259079
335,"Chistoye Lake Exposure",59.55,151.8333,91,"Asia",6.5,7,0.5,0.698141098022461
335,"Chistoye Lake Exposure",59.55,151.8333,91,"Asia",7,7.5,0.5,0.122039623558521
354,"Chabada Lake",61.97684,129.3779,290,"Asia",0,0.5,0.5,0.202292025089264
354,"Chabada Lake",61.97684,129.3779,290,"Asia",0.5,1,0.5,0.231715530157089
354,"Chabada Lake",61.97684,129.3779,290,"Asia",1,1.5,0.5,0.0725700482726097
354,"Chabada Lake",61.97684,129.3779,290,"Asia",1.5,2,0.5,0.235216364264488
354,"Chabada Lake",61.97684,129.3779,290,"Asia",2,2.5,0.5,0.174107134342194
354,"Chabada Lake",61.97684,129.3779,290,"Asia",2.5,3,0.5,0.167648494243622
354,"Chabada Lake",61.97684,129.3779,290,"Asia",3,3.5,0.5,0.0959103628993034
354,"Chabada Lake",61.97684,129.3779,290,"Asia",3.5,4,0.5,0.0874433666467667
354,"Chabada Lake",61.97684,129.3779,290,"Asia",4,4.5,0.5,0.0849978998303413
354,"Chabada Lake",61.97684,129.3779,290,"Asia",4.5,5,0.5,0.178276255726814
354,"Chabada Lake",61.97684,129.3779,290,"Asia",5,5.5,0.5,0.0834595039486885
354,"Chabada Lake",61.97684,129.3779,290,"Asia",5.5,6,0.5,0.271533161401749
354,"Chabada Lake",61.97684,129.3779,290,"Asia",6,6.5,0.5,0.182435244321823
354,"Chabada Lake",61.97684,129.3779,290,"Asia",6.5,7,0.5,0.226679846644402
354,"Chabada Lake",61.97684,129.3779,290,"Asia",7,7.5,0.5,0.145437210798264
354,"Chabada Lake",61.97684,129.3779,290,"Asia",7.5,8,0.5,0.265166908502579
354,"Chabada Lake",61.97684,129.3779,290,"Asia",8,8.5,0.5,0.206861734390259
354,"Chabada Lake",61.97684,129.3779,290,"Asia",8.5,9,0.5,0.186920404434204
354,"Chabada Lake",61.97684,129.3779,290,"Asia",9,9.5,0.5,0.154704585671425
354,"Chabada Lake",61.97684,129.3779,290,"Asia",9.5,10,0.5,0.15271982550621
354,"Chabada Lake",61.97684,129.3779,290,"Asia",10,10.5,0.5,0.145894706249237
354,"Chabada Lake",61.97684,129.3779,290,"Asia",10.5,11,0.5,0.129921212792397
354,"Chabada Lake",61.97684,129.3779,290,"Asia",11,11.5,0.5,0.204582124948502
354,"Chabada Lake",61.97684,129.3779,290,"Asia",11.5,12,0.5,0.343286037445068
354,"Chabada Lake",61.97684,129.3779,290,"Asia",12,12.5,0.5,0.211826741695404
354,"Chabada Lake",61.97684,129.3779,290,"Asia",12.5,13,0.5,0.110668763518333
354,"Chabada Lake",61.97684,129.3779,290,"Asia",13,13.5,0.5,0.310484200716019
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",0.5,1,0.5,0.464915931224823
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",1,1.5,0.5,0.17098967730999
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",1.5,2,0.5,0.435397922992706
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",2,2.5,0.5,0.253162831068039
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",2.5,3,0.5,0.194665178656578
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",3,3.5,0.5,0.185726895928383
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",3.5,4,0.5,0.309864223003387
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",4,4.5,0.5,0.257630228996277
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",4.5,5,0.5,0.389418005943298
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",5,5.5,0.5,0.243270561099052
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",6.5,7,0.5,0.224474862217903
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",7,7.5,0.5,0.337498128414154
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",7.5,8,0.5,0.287663042545319
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",8,8.5,0.5,0.298177540302277
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",8.5,9,0.5,0.481113463640213
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",9,9.5,0.5,0.120583206415176
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",9.5,10,0.5,0.190993785858154
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",10,10.5,0.5,0.165524706244469
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",10.5,11,0.5,0.115030661225319
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",12,12.5,0.5,0.172289863228798
364,"Chernyii Yar Exposure 955",43.18333,134.4333,4,"Asia",12.5,13,0.5,0.211343571543694
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",0,0.5,0.5,0.18077327311039
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",0.5,1,0.5,0.0937441661953926
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",1,1.5,0.5,0.103755339980125
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",1.5,2,0.5,0.0350928865373135
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",2,2.5,0.5,0.0386055298149586
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",2.5,3,0.5,0.0715166330337524
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",3,3.5,0.5,0.143180653452873
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",3.5,4,0.5,0.0853378400206566
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",4,4.5,0.5,0.0388517901301384
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",4.5,5,0.5,0.466033428907394
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",5,5.5,0.5,0.313724398612976
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",5.5,6,0.5,0.128883242607117
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",6,6.5,0.5,0.152765929698944
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",6.5,7,0.5,0.285377383232117
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",7,7.5,0.5,0.167206346988678
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",7.5,8,0.5,0.165982857346535
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",8,8.5,0.5,0.323975026607513
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",8.5,9,0.5,0.496171832084656
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",9,9.5,0.5,0.337278932332993
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",9.5,10,0.5,0.431737065315247
365,"Chesnok Peat, Irtysh River",60,66.5,42,"Asia",10,10.5,0.5,0.189827859401703
682,"Derput",57.03333,124.1167,700,"Asia",0.5,1,0.5,0.212464451789856
682,"Derput",57.03333,124.1167,700,"Asia",1,1.5,0.5,0.114887773990631
682,"Derput",57.03333,124.1167,700,"Asia",1.5,2,0.5,0.136766359210014
682,"Derput",57.03333,124.1167,700,"Asia",2,2.5,0.5,0.197601914405823
682,"Derput",57.03333,124.1167,700,"Asia",2.5,3,0.5,0.211111098527908
682,"Derput",57.03333,124.1167,700,"Asia",3,3.5,0.5,0.131519287824631
682,"Derput",57.03333,124.1167,700,"Asia",3.5,4,0.5,0.130407571792603
682,"Derput",57.03333,124.1167,700,"Asia",4,4.5,0.5,0.10143831372261
682,"Derput",57.03333,124.1167,700,"Asia",4.5,5,0.5,0.126413181424141
682,"Derput",57.03333,124.1167,700,"Asia",5,5.5,0.5,0.188219234347343
682,"Derput",57.03333,124.1167,700,"Asia",5.5,6,0.5,0.255555540323257
682,"Derput",57.03333,124.1167,700,"Asia",6,6.5,0.5,0.202564120292664
682,"Derput",57.03333,124.1167,700,"Asia",6.5,7,0.5,0.197546735405922
682,"Derput",57.03333,124.1167,700,"Asia",7,7.5,0.5,0.176930651068687
682,"Derput",57.03333,124.1167,700,"Asia",7.5,8,0.5,0.0854172483086586
682,"Derput",57.03333,124.1167,700,"Asia",8,8.5,0.5,0.18653929233551
682,"Derput",57.03333,124.1167,700,"Asia",8.5,9,0.5,0.130850240588188
682,"Derput",57.03333,124.1167,700,"Asia",9,9.5,0.5,0.695911467075348
682,"Derput",57.03333,124.1167,700,"Asia",9.5,10,0.5,0.313043683767319
682,"Derput",57.03333,124.1167,700,"Asia",10,10.5,0.5,0.195411249995232
682,"Derput",57.03333,124.1167,700,"Asia",10.5,11,0.5,0.360382288694382
682,"Derput",57.03333,124.1167,700,"Asia",11,11.5,0.5,0.0916017219424248
682,"Derput",57.03333,124.1167,700,"Asia",11.5,12,0.5,0.140635937452316
682,"Derput",57.03333,124.1167,700,"Asia",12,12.5,0.5,0.211649492383003
682,"Derput",57.03333,124.1167,700,"Asia",12.5,13,0.5,0.148238748311996
715,"Dlinnoye Lake",67.75673,-178.842,280,"Asia",0,0.5,0.5,0.163486018776894
715,"Dlinnoye Lake",67.75673,-178.842,280,"Asia",0.5,1,0.5,0.151861056685448
715,"Dlinnoye Lake",67.75673,-178.842,280,"Asia",1,1.5,0.5,0.122114479541779
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",0,0.5,0.5,0.0729996338486671
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",0.5,1,0.5,0.1536555737257
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",1,1.5,0.5,0.101697571575642
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",1.5,2,0.5,0.23295933008194
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",2,2.5,0.5,0.411693543195724
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",2.5,3,0.5,0.056243360042572
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",3,3.5,0.5,0.158225819468498
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",3.5,4,0.5,0.116405591368675
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",4,4.5,0.5,0.149558633565903
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",4.5,5,0.5,0.0437609106302261
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",5,5.5,0.5,0.0421243123710155
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",5.5,6,0.5,0.057783767580986
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",6,6.5,0.5,0.0469328947365284
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",6.5,7,0.5,0.0263578221201897
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",7,7.5,0.5,0.0448072142899036
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",7.5,8,0.5,0.105527579784393
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",8,8.5,0.5,0.138009294867516
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",8.5,9,0.5,0.245373114943504
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",9,9.5,0.5,0.329658359289169
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",9.5,10,0.5,0.174430519342422
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",17,17.5,0.5,0.256920784711838
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",17.5,18,0.5,0.15506786108017
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",18,18.5,0.5,0.140045151114464
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",18.5,19,0.5,0.146441742777824
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",19,19.5,0.5,0.268027573823929
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",19.5,20,0.5,0.290286749601364
788,"Elikchan 4 Lake",51.79,60.73,810,"Asia",20,20.5,0.5,0.368061661720276
791,"Elgygytgyn Stream Section",67.41667,172.0833,490,"Asia",5,5.5,0.5,0.295825093984604
791,"Elgygytgyn Stream Section",67.41667,172.0833,490,"Asia",5.5,6,0.5,0.194112569093704
792,"Elgennya Lake",62.08333,149,1040,"Asia",0,0.5,0.5,0.152864679694176
792,"Elgennya Lake",62.08333,149,1040,"Asia",0.5,1,0.5,0.101459830999374
792,"Elgennya Lake",62.08333,149,1040,"Asia",1,1.5,0.5,0.104702189564705
792,"Elgennya Lake",62.08333,149,1040,"Asia",1.5,2,0.5,0.128760352730751
792,"Elgennya Lake",62.08333,149,1040,"Asia",2,2.5,0.5,0.100895024836063
792,"Elgennya Lake",62.08333,149,1040,"Asia",2.5,3,0.5,0.136746600270271
792,"Elgennya Lake",62.08333,149,1040,"Asia",3,3.5,0.5,0.14887073636055
792,"Elgennya Lake",62.08333,149,1040,"Asia",3.5,4,0.5,0.201562628149986
792,"Elgennya Lake",62.08333,149,1040,"Asia",4,4.5,0.5,0.222906723618507
792,"Elgennya Lake",62.08333,149,1040,"Asia",4.5,5,0.5,0.0872850343585014
792,"Elgennya Lake",62.08333,149,1040,"Asia",5,5.5,0.5,0.140945300459862
792,"Elgennya Lake",62.08333,149,1040,"Asia",5.5,6,0.5,0.0737263187766075
792,"Elgennya Lake",62.08333,149,1040,"Asia",6,6.5,0.5,0.101355731487274
792,"Elgennya Lake",62.08333,149,1040,"Asia",6.5,7,0.5,0.117307856678963
792,"Elgennya Lake",62.08333,149,1040,"Asia",7,7.5,0.5,0.040845550596714
792,"Elgennya Lake",62.08333,149,1040,"Asia",7.5,8,0.5,0.105400800704956
792,"Elgennya Lake",62.08333,149,1040,"Asia",8,8.5,0.5,0.103136107325554
792,"Elgennya Lake",62.08333,149,1040,"Asia",8.5,9,0.5,0.1530731767416
792,"Elgennya Lake",62.08333,149,1040,"Asia",9,9.5,0.5,0.0806477591395378
792,"Elgennya Lake",62.08333,149,1040,"Asia",9.5,10,0.5,0.229538112878799
792,"Elgennya Lake",62.08333,149,1040,"Asia",10,10.5,0.5,0.0756611451506615
792,"Elgennya Lake",62.08333,149,1040,"Asia",10.5,11,0.5,0.144088432192802
792,"Elgennya Lake",62.08333,149,1040,"Asia",11,11.5,0.5,0.268951594829559
792,"Elgennya Lake",62.08333,149,1040,"Asia",11.5,12,0.5,0.344809174537659
792,"Elgennya Lake",62.08333,149,1040,"Asia",12,12.5,0.5,0.0955250710248947
792,"Elgennya Lake",62.08333,149,1040,"Asia",12.5,13,0.5,0.189002260565758
792,"Elgennya Lake",62.08333,149,1040,"Asia",13,13.5,0.5,0.10125270485878
792,"Elgennya Lake",62.08333,149,1040,"Asia",13.5,14,0.5,0.257906079292297
792,"Elgennya Lake",62.08333,149,1040,"Asia",14,14.5,0.5,0.487851738929749
792,"Elgennya Lake",62.08333,149,1040,"Asia",14.5,15,0.5,0.235489547252655
792,"Elgennya Lake",62.08333,149,1040,"Asia",15,15.5,0.5,0.314425468444824
792,"Elgennya Lake",62.08333,149,1040,"Asia",16.5,17,0.5,0.116458378732204
792,"Elgennya Lake",62.08333,149,1040,"Asia",17,17.5,0.5,0.40090337395668
792,"Elgennya Lake",62.08333,149,1040,"Asia",17.5,18,0.5,0.406249225139618
792,"Elgennya Lake",62.08333,149,1040,"Asia",18,18.5,0.5,0.119005560874939
799,"Enmyvaam River, 2.5-3 m terrace",67.43333,172.1667,491,"Asia",7.5,8,0.5,0.363935679197311
799,"Enmyvaam River, 2.5-3 m terrace",67.43333,172.1667,491,"Asia",8,8.5,0.5,0.110172763466835
799,"Enmyvaam River, 2.5-3 m terrace",67.43333,172.1667,491,"Asia",8.5,9,0.5,0.196678668260574
799,"Enmyvaam River, 2.5-3 m terrace",67.43333,172.1667,491,"Asia",10.5,11,0.5,0.173436880111694
801,"Enmynveem River",68.25,166,500,"Asia",3,3.5,0.5,0.191942512989044
801,"Enmynveem River",68.25,166,500,"Asia",3.5,4,0.5,0.162507399916649
801,"Enmynveem River",68.25,166,500,"Asia",8,8.5,0.5,0.141072675585747
801,"Enmynveem River",68.25,166,500,"Asia",8.5,9,0.5,0.30009251832962
801,"Enmynveem River",68.25,166,500,"Asia",9,9.5,0.5,0.109322041273117
801,"Enmynveem River",68.25,166,500,"Asia",9.5,10,0.5,0.206940472126007
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",1,1.5,0.5,0.315244048833847
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",1.5,2,0.5,0.350946426391602
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",2,2.5,0.5,0.221237555146217
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",2.5,3,0.5,0.123640596866608
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",4,4.5,0.5,0.211508870124817
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",6.5,7,0.5,0.190331891179085
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",8,8.5,0.5,0.172061547636986
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",8.5,9,0.5,0.203691348433495
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",9,9.5,0.5,0.203644186258316
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",9.5,10,0.5,0.122412130236626
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",11,11.5,0.5,0.251145958900452
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",11.5,12,0.5,0.244385600090027
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",12,12.5,0.5,0.426676094532013
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",12.5,13,0.5,0.494822472333908
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",13,13.5,0.5,0.397678107023239
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",13.5,14,0.5,0.179553553462029
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",14,14.5,0.5,0.120285928249359
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",14.5,15,0.5,0.211325168609619
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",15,15.5,0.5,0.413482248783112
804,"Entarnoye Peat Exposure",59,78.33333,65,"Asia",15.5,16,0.5,0.363591253757477
866,"Gek Lake",63.38333,147.65,969,"Asia",0,0.5,0.5,0.105814591050148
866,"Gek Lake",63.38333,147.65,969,"Asia",4.5,5,0.5,0.211793527007103
866,"Gek Lake",63.38333,147.65,969,"Asia",6,6.5,0.5,0.114097282290459
866,"Gek Lake",63.38333,147.65,969,"Asia",8.5,9,0.5,0.121665574610233
866,"Gek Lake",63.38333,147.65,969,"Asia",9,9.5,0.5,0.0782543271780014
866,"Gek Lake",63.38333,147.65,969,"Asia",9.5,10,0.5,0.139595836400986
876,"Gladkoye Bog",55,83.33333,80,"Asia",0,0.5,0.5,0.212950676679611
876,"Gladkoye Bog",55,83.33333,80,"Asia",0.5,1,0.5,0.103599861264229
876,"Gladkoye Bog",55,83.33333,80,"Asia",1,1.5,0.5,0.392473131418228
876,"Gladkoye Bog",55,83.33333,80,"Asia",1.5,2,0.5,0.701660573482513
876,"Gladkoye Bog",55,83.33333,80,"Asia",2,2.5,0.5,0.479126065969467
876,"Gladkoye Bog",55,83.33333,80,"Asia",2.5,3,0.5,0.511013925075531
876,"Gladkoye Bog",55,83.33333,80,"Asia",3,3.5,0.5,0.279698938131332
876,"Gladkoye Bog",55,83.33333,80,"Asia",3.5,4,0.5,0.10997861623764
876,"Gladkoye Bog",55,83.33333,80,"Asia",4,4.5,0.5,0.109865702688694
876,"Gladkoye Bog",55,83.33333,80,"Asia",4.5,5,0.5,0.0831643268465996
876,"Gladkoye Bog",55,83.33333,80,"Asia",5,5.5,0.5,0.097469836473465
876,"Gladkoye Bog",55,83.33333,80,"Asia",5.5,6,0.5,0.118144266307354
876,"Gladkoye Bog",55,83.33333,80,"Asia",6,6.5,0.5,0.10688204318285
876,"Gladkoye Bog",55,83.33333,80,"Asia",6.5,7,0.5,0.118487194180489
876,"Gladkoye Bog",55,83.33333,80,"Asia",7,7.5,0.5,0.387709230184555
876,"Gladkoye Bog",55,83.33333,80,"Asia",7.5,8,0.5,0.195135191082954
876,"Gladkoye Bog",55,83.33333,80,"Asia",8,8.5,0.5,0.156657218933105
876,"Gladkoye Bog",55,83.33333,80,"Asia",8.5,9,0.5,0.14504474401474
876,"Gladkoye Bog",55,83.33333,80,"Asia",9,9.5,0.5,0.253265470266342
876,"Gladkoye Bog",55,83.33333,80,"Asia",9.5,10,0.5,0.256209671497345
876,"Gladkoye Bog",55,83.33333,80,"Asia",10,10.5,0.5,0.203403949737549
876,"Gladkoye Bog",55,83.33333,80,"Asia",10.5,11,0.5,0.431712955236435
880,"Peat Exposure, Glukhoye Lake",59.75,149.9167,10,"Asia",6.5,7,0.5,0.221518993377686
968,"Goluboye Lake",61.11,152.26,810,"Asia",8,8.5,0.5,0.109930075705051
968,"Goluboye Lake",61.11,152.26,810,"Asia",8.5,9,0.5,0.445220500230789
968,"Goluboye Lake",61.11,152.26,810,"Asia",9,9.5,0.5,0.354596018791199
968,"Goluboye Lake",61.11,152.26,810,"Asia",9.5,10,0.5,0.18664439022541
968,"Goluboye Lake",61.11,152.26,810,"Asia",10,10.5,0.5,0.18208934366703
968,"Goluboye Lake",61.11,152.26,810,"Asia",12.5,13,0.5,0.141752243041992
968,"Goluboye Lake",61.11,152.26,810,"Asia",13,13.5,0.5,0.133223280310631
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",0,0.5,0.5,0.228545263409615
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",1.5,2,0.5,0.44546365737915
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",2,2.5,0.5,0.212980642914772
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",2.5,3,0.5,0.116446517407894
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",3,3.5,0.5,0.162324830889702
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",3.5,4,0.5,0.131179019808769
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",4,4.5,0.5,0.325611770153046
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",4.5,5,0.5,0.159677997231483
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",6,6.5,0.5,0.147247508168221
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",6.5,7,0.5,0.206161752343178
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",7,7.5,0.5,0.577200174331665
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",7.5,8,0.5,0.529230356216431
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",9,9.5,0.5,0.186809256672859
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",9.5,10,0.5,0.209170639514923
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",10,10.5,0.5,0.110057845711708
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",10.5,11,0.5,0.195197314023972
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",11,11.5,0.5,0.441753447055817
997,"Gurskii Peat [Site 4381]",50.06667,137.0833,15,"Asia",11.5,12,0.5,0.284271687269211
