"Longitude","Latitude","Timeslice","Biome"
97.5,38.966609954834,0.1,8
101.25,38.966609954834,0.1,3
105,38.966609954834,0.1,3
108.75,38.966609954834,0.1,3
112.5,38.966609954834,0.1,3
116.25,38.966609954834,0.1,3
120,38.966609954834,0.1,3
127.5,38.966609954834,0.1,3
-123.75,38.966609954834,0.1,3
-120,38.966609954834,0.1,3
-116.25,38.966609954834,0.1,3
-112.5,38.966609954834,0.1,3
-108.75,38.966609954834,0.1,6
-105,38.966609954834,0.1,6
-101.25,38.966609954834,0.1,6
-97.5,38.966609954834,0.1,2
-93.75,38.966609954834,0.1,2
-90,38.966609954834,0.1,2
-86.25,38.966609954834,0.1,3
-82.5,38.966609954834,0.1,3
-78.75,38.966609954834,0.1,3
-7.5,38.966609954834,0.1,6
-3.75,38.966609954834,0.1,6
0,35.2555809020996,0.1,7
3.75,35.2555809020996,0.1,7
7.5,35.2555809020996,0.1,7
37.5,35.2555809020996,0.1,6
41.25,35.2555809020996,0.1,6
45,35.2555809020996,0.1,7
48.75,35.2555809020996,0.1,7
52.5,35.2555809020996,0.1,7
56.25,35.2555809020996,0.1,7
60,35.2555809020996,0.1,7
63.75,35.2555809020996,0.1,6
67.5,35.2555809020996,0.1,6
71.25,35.2555809020996,0.1,6
75,35.2555809020996,0.1,4
78.75,35.2555809020996,0.1,6
82.5,35.2555809020996,0.1,6
86.25,35.2555809020996,0.1,8
90,35.2555809020996,0.1,8
93.75,35.2555809020996,0.1,6
97.5,35.2555809020996,0.1,8
101.25,35.2555809020996,0.1,6
105,35.2555809020996,0.1,3
108.75,35.2555809020996,0.1,3
112.5,35.2555809020996,0.1,3
116.25,35.2555809020996,0.1,3
135,35.2555809020996,0.1,6
-120,35.2555809020996,0.1,6
-116.25,35.2555809020996,0.1,6
-112.5,35.2555809020996,0.1,6
-108.75,35.2555809020996,0.1,6
-105,35.2555809020996,0.1,6
-101.25,35.2555809020996,0.1,6
-97.5,35.2555809020996,0.1,6
-93.75,35.2555809020996,0.1,2
-90,35.2555809020996,0.1,2
-86.25,35.2555809020996,0.1,6
-82.5,35.2555809020996,0.1,6
-78.75,35.2555809020996,0.1,6
0,31.5445232391357,0.1,7
3.75,31.5445232391357,0.1,7
7.5,31.5445232391357,0.1,7
11.25,31.5445232391357,0.1,7
15,31.5445232391357,0.1,7
18.75,31.5445232391357,0.1,7
22.5,31.5445232391357,0.1,7
33.75,31.5445232391357,0.1,7
37.5,31.5445232391357,0.1,7
41.25,31.5445232391357,0.1,7
45,31.5445232391357,0.1,7
48.75,31.5445232391357,0.1,7
52.5,31.5445232391357,0.1,7
56.25,31.5445232391357,0.1,7
60,31.5445232391357,0.1,7
63.75,31.5445232391357,0.1,7
67.5,31.5445232391357,0.1,6
71.25,31.5445232391357,0.1,6
75,31.5445232391357,0.1,6
78.75,31.5445232391357,0.1,6
82.5,31.5445232391357,0.1,6
86.25,31.5445232391357,0.1,8
90,31.5445232391357,0.1,8
93.75,31.5445232391357,0.1,8
97.5,31.5445232391357,0.1,6
101.25,31.5445232391357,0.1,4
105,31.5445232391357,0.1,3
108.75,31.5445232391357,0.1,3
112.5,31.5445232391357,0.1,3
116.25,31.5445232391357,0.1,3
120,31.5445232391357,0.1,2
-116.25,31.5445232391357,0.1,6
-112.5,31.5445232391357,0.1,6
-108.75,31.5445232391357,0.1,6
-105,31.5445232391357,0.1,6
-101.25,31.5445232391357,0.1,6
-97.5,31.5445232391357,0.1,6
-93.75,31.5445232391357,0.1,2
-90,31.5445232391357,0.1,2
-86.25,31.5445232391357,0.1,6
-82.5,31.5445232391357,0.1,2
-7.5,31.5445232391357,0.1,7
-3.75,31.5445232391357,0.1,7
0,27.8334445953369,0.1,7
3.75,27.8334445953369,0.1,7
7.5,27.8334445953369,0.1,7
11.25,27.8334445953369,0.1,7
15,27.8334445953369,0.1,7
18.75,27.8334445953369,0.1,7
22.5,27.8334445953369,0.1,7
26.25,27.8334445953369,0.1,7
30,27.8334445953369,0.1,7
33.75,27.8334445953369,0.1,7
37.5,27.8334445953369,0.1,7
41.25,27.8334445953369,0.1,7
45,27.8334445953369,0.1,7
48.75,27.8334445953369,0.1,7
56.25,27.8334445953369,0.1,7
60,27.8334445953369,0.1,7
63.75,27.8334445953369,0.1,7
67.5,27.8334445953369,0.1,7
71.25,27.8334445953369,0.1,7
75,27.8334445953369,0.1,6
78.75,27.8334445953369,0.1,2
82.5,27.8334445953369,0.1,3
86.25,27.8334445953369,0.1,4
90,27.8334445953369,0.1,4
93.75,27.8334445953369,0.1,4
97.5,27.8334445953369,0.1,4
101.25,27.8334445953369,0.1,3
105,27.8334445953369,0.1,3
108.75,27.8334445953369,0.1,3
112.5,27.8334445953369,0.1,2
116.25,27.8334445953369,0.1,2
120,27.8334445953369,0.1,2
-112.5,27.8334445953369,0.1,5
-108.75,27.8334445953369,0.1,6
-105,27.8334445953369,0.1,6
-101.25,27.8334445953369,0.1,6
-97.5,27.8334445953369,0.1,5
-11.25,27.8334445953369,0.1,7
-7.5,27.8334445953369,0.1,7
-3.75,27.8334445953369,0.1,7
0,24.1223487854004,0.1,7
3.75,24.1223487854004,0.1,7
7.5,24.1223487854004,0.1,7
11.25,24.1223487854004,0.1,7
15,24.1223487854004,0.1,7
18.75,24.1223487854004,0.1,7
22.5,24.1223487854004,0.1,7
26.25,24.1223487854004,0.1,7
30,24.1223487854004,0.1,7
33.75,24.1223487854004,0.1,7
41.25,24.1223487854004,0.1,7
45,24.1223487854004,0.1,7
48.75,24.1223487854004,0.1,7
71.25,24.1223487854004,0.1,1
75,24.1223487854004,0.1,5
78.75,24.1223487854004,0.1,5
82.5,24.1223487854004,0.1,5
86.25,24.1223487854004,0.1,2
90,24.1223487854004,0.1,2
93.75,24.1223487854004,0.1,6
97.5,24.1223487854004,0.1,3
101.25,24.1223487854004,0.1,3
105,24.1223487854004,0.1,2
108.75,24.1223487854004,0.1,2
112.5,24.1223487854004,0.1,2
116.25,24.1223487854004,0.1,2
-105,24.1223487854004,0.1,5
-101.25,24.1223487854004,0.1,2
-15,24.1223487854004,0.1,7
-11.25,24.1223487854004,0.1,7
-7.5,24.1223487854004,0.1,7
-3.75,24.1223487854004,0.1,7
0,20.4112377166748,0.1,7
3.75,20.4112377166748,0.1,7
7.5,20.4112377166748,0.1,7
11.25,20.4112377166748,0.1,7
15,20.4112377166748,0.1,7
18.75,20.4112377166748,0.1,7
22.5,20.4112377166748,0.1,7
26.25,20.4112377166748,0.1,7
30,20.4112377166748,0.1,7
33.75,20.4112377166748,0.1,7
41.25,20.4112377166748,0.1,7
45,20.4112377166748,0.1,7
48.75,20.4112377166748,0.1,7
52.5,20.4112377166748,0.1,7
56.25,20.4112377166748,0.1,7
71.25,20.4112377166748,0.1,1
75,20.4112377166748,0.1,6
78.75,20.4112377166748,0.1,6
82.5,20.4112377166748,0.1,6
97.5,20.4112377166748,0.1,6
101.25,20.4112377166748,0.1,6
105,20.4112377166748,0.1,2
108.75,20.4112377166748,0.1,2
-101.25,20.4112377166748,0.1,6
-97.5,20.4112377166748,0.1,5
-90,20.4112377166748,0.1,1
-15,20.4112377166748,0.1,7
-11.25,20.4112377166748,0.1,7
-7.5,20.4112377166748,0.1,7
-3.75,20.4112377166748,0.1,7
0,16.7001171112061,0.1,7
3.75,16.7001171112061,0.1,7
7.5,16.7001171112061,0.1,7
11.25,16.7001171112061,0.1,7
15,16.7001171112061,0.1,7
18.75,16.7001171112061,0.1,7
22.5,16.7001171112061,0.1,7
26.25,16.7001171112061,0.1,7
30,16.7001171112061,0.1,7
33.75,16.7001171112061,0.1,7
37.5,16.7001171112061,0.1,7
45,16.7001171112061,0.1,7
48.75,16.7001171112061,0.1,7
52.5,16.7001171112061,0.1,7
75,16.7001171112061,0.1,1
78.75,16.7001171112061,0.1,6
82.5,16.7001171112061,0.1,1
97.5,16.7001171112061,0.1,1
101.25,16.7001171112061,0.1,3
105,16.7001171112061,0.1,2
-97.5,16.7001171112061,0.1,1
-93.75,16.7001171112061,0.1,1
-90,16.7001171112061,0.1,1
-15,16.7001171112061,0.1,7
-11.25,16.7001171112061,0.1,7
-7.5,16.7001171112061,0.1,7
-3.75,16.7001171112061,0.1,7
0,12.9889888763428,0.1,6
3.75,12.9889888763428,0.1,6
7.5,12.9889888763428,0.1,6
11.25,12.9889888763428,0.1,7
15,12.9889888763428,0.1,6
18.75,12.9889888763428,0.1,7
22.5,12.9889888763428,0.1,7
26.25,12.9889888763428,0.1,7
30,12.9889888763428,0.1,6
33.75,12.9889888763428,0.1,7
37.5,12.9889888763428,0.1,7
41.25,12.9889888763428,0.1,7
78.75,12.9889888763428,0.1,1
101.25,12.9889888763428,0.1,1
105,12.9889888763428,0.1,1
-86.25,12.9889888763428,0.1,1
-15,12.9889888763428,0.1,6
-11.25,12.9889888763428,0.1,1
-7.5,12.9889888763428,0.1,6
-3.75,12.9889888763428,0.1,6
0,9.27785301208496,0.1,6
3.75,9.27785301208496,0.1,6
