"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Timeslice","Reconstruction","Simulation"
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",0,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",0.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",1,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",1.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",2,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",2.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",3,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",3.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",4,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",4.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",5.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",6,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",6.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",7,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",7.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",8,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",8.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",9.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",10,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",10.5,3,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",11,8,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",11.5,8,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",12,4,4
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",12.5,4,4
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",13,8,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",13.5,4,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",14,8,3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",14.5,3,4
41453,"Felchowsee",53.05513,14.13067,35,"Europe",0.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",1,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",1.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",2,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",2.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",3,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",3.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",4,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",4.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",5.5,3,3
41453,"Felchowsee",53.05513,14.13067,35,"Europe",6,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",5.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",6,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",6.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",7,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",7.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",8,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",8.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",9,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",9.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",10,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",10.5,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",11,3,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",11.5,4,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",12,4,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",12.5,4,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",13,4,3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",13.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",0,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",0.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",1,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",1.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",2,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",2.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",3,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",3.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",4,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",4.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",5.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",6,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",6.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",7,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",7.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",8,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",8.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",9,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",9.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",10,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",10.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",11,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",11.5,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",12,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",12.5,3,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",13,3,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",13.5,8,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",14,8,3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",14.5,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",15,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",16,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",16.5,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",17,3,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",17.5,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",18,3,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",18.5,4,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",19,8,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",19.5,3,4
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",20,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",0,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",0.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",1,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",1.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",2,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",2.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",3,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",3.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",4,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",4.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",5.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",6,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",6.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",7,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",7.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",8,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",8.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",9,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",9.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",10,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",10.5,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",11,3,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",11.5,4,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",12,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",12.5,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",13,4,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",13.5,4,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",14,8,3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",14.5,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",15,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",15.5,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",16,8,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",17,6,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",18,6,4
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",18.5,6,4
41476,"Broad Down",50.6125,-3.96222,513,"Europe",0,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",0.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",1,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",1.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",2,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",2.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",3,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",3.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",4,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",4.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",5.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",6,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",6.5,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",7,3,3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",7.5,3,3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",11.5,3,4
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",12,8,4
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",12.5,8,6
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",13,8,3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",13.5,4,3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",14,8,3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",14.5,3,3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",15,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",0,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",0.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",1,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",1.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",2,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",2.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",3,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",3.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",4,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",4.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",5.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",6,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",6.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",7,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",7.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",8,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",8.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",9,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",9.5,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",10,3,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",10.5,8,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",11,8,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",11.5,8,4
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",12,8,6
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",12.5,8,6
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",13,8,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",13.5,8,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",14,8,3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",14.5,8,3
41489,"Emines",46.32917,7.27588,2288,"Europe",0,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",0.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",1,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",1.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",2,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",3,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",3.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",4,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",4.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",5.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",6,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",6.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",7,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",7.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",8,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",8.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",9,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",9.5,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",10,3,3
41489,"Emines",46.32917,7.27588,2288,"Europe",10.5,4,3
41489,"Emines",46.32917,7.27588,2288,"Europe",11,4,3
41489,"Emines",46.32917,7.27588,2288,"Europe",11.5,8,3
41489,"Emines",46.32917,7.27588,2288,"Europe",12,3,4
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",0,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",0.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",1,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",1.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",4,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",7.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",8.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",9,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",9.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",10,8,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",10.5,8,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",11,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",11.5,3,6
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",12,3,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",1.5,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",2,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",4.5,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",6,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",7,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",8,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",9,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",9.5,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",10,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",10.5,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",11,4,6
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",11.5,8,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",12,8,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",12.5,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",13,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",14,4,8
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"North America",14.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",0.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",1,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",1.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",2.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",3,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",3.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",4,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",4.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",5.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",7,4,6
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",8,4,6
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",9,4,6
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",9.5,4,6
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",10,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",11,4,6
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",11.5,4,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",12,8,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",12.5,8,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",14.5,8,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",16,8,8
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"North America",17,4,8
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",0,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",0.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",1,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",1.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",2,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",2.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",3,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",3.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",4,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",4.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",5.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",6,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",6.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",7,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",7.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",8,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",8.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",9,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",9.5,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",10,3,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",10.5,4,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",11,8,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",11.5,8,4
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",12,8,6
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",12.5,3,6
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",13,8,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",13.5,8,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",14,8,3
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",14.5,8,3
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",0,3,3
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",0.5,3,6
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",1,3,6
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",1.5,3,6
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",2,3,6
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",2.5,3,6
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",3,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",0,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",0.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",1,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",1.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",2,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",2.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",3.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",4.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",5.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",6,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",6.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",7,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",7.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",8,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",8.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",9,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",9.5,3,6
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",10,3,3
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",10.5,3,3
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",11,3,3
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",11.5,3,3
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",12,3,3
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",6.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",8,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",8.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",9,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",9.5,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",10,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",10.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",11,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",11.5,3,3
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",12,2,3
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",12.5,3,3
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",13,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",13.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",14,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",14.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",15,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",15.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",16,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",16.5,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",17,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",17.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",18,3,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",18.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",19,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",19.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",20,3,3
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",20.5,2,6
41537,"Lake Elsinore",33.66066,-117.353,376,"North America",21,2,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",0,6,2
41543,"Gorgo Basso",37.6,12.65,6,"Europe",0.5,6,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",1,6,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",1.5,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",2,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",2.5,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",3,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",3.5,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",4,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",4.5,3,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",5,3,7
41543,"Gorgo Basso",37.6,12.65,6,"Europe",5.5,3,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",6,3,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",6.5,3,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",7,3,7
41543,"Gorgo Basso",37.6,12.65,6,"Europe",7.5,3,7
41543,"Gorgo Basso",37.6,12.65,6,"Europe",8,3,6
41543,"Gorgo Basso",37.6,12.65,6,"Europe",8.5,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",9,3,3
41543,"Gorgo Basso",37.6,12.65,6,"Europe",9.5,3,7
41543,"Gorgo Basso",37.6,12.65,6,"Europe",10,6,7
