"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Timeslice","Reconstruction","Simulation"
7,"Three Pines Bog",47,-80.1167,294,"North America",0,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",0.5,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",1,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",1.5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",2,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",2.5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",3,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",3.5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",4,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",4.5,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",5.5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",6,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",6.5,3,3
7,"Three Pines Bog",47,-80.1167,294,"North America",7,4,3
7,"Three Pines Bog",47,-80.1167,294,"North America",7.5,4,3
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",0,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",0.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",1,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",1.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",2,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",2.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",3,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",3.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",4,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",4.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",5.5,6,6
8,"Abalone Rocks Marsh",33.95639,-119.977,0,"North America",6,6,6
9,"Adange",43.30556,41.33333,1750,"Europe",0,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",0.5,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",1,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",1.5,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",2,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",2.5,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",3,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",3.5,3,3
9,"Adange",43.30556,41.33333,1750,"Europe",4.5,3,3
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",1,4,8
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",3,4,8
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",5.5,4,8
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",7,4,8
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",7.5,4,8
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",8.5,4,4
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",9,4,4
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",9.5,4,4
11,"Konus Exposure, Adycha River",67.75,135.5833,130,"Asia",10,4,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",0,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",0.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",1,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",1.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",2,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",2.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",3,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",3.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",4,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",4.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",5.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",6,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",6.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",7,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",7.5,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",8,3,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",8.5,3,6
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",9,3,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",9.5,3,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",10,3,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",10.5,4,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",11,4,6
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",11.5,4,3
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",12,4,4
12,"Ageröds Mosse",55.93448,13.42774,58,"Europe",12.5,8,4
15,"Aguilar",-23.8333,-65.75,4000,"South America",0,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",0.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",1,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",1.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",2,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",3,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",3.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",4.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",6.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",7,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",7.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",8,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",8.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",9,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",9.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",10,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",10.5,6,7
15,"Aguilar",-23.8333,-65.75,4000,"South America",11,6,7
16,"Ahlenmoor",53.694,8.729075,2,"Europe",0,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",0.5,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",1,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",1.5,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",2,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",2.5,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",3,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",3.5,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",4,3,3
16,"Ahlenmoor",53.694,8.729075,2,"Europe",4.5,3,3
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",5,4,3
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",18,4,4
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",18.5,3,4
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",19.5,4,4
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",20,3,4
19,"Akulinin Exposure P1282",47.11667,138.55,20,"Asia",20.5,4,6
20,"Akuvaara",69.12326,27.67406,170,"Europe",0,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",0.5,4,6
20,"Akuvaara",69.12326,27.67406,170,"Europe",1,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",1.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",2,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",2.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",3,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",3.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",4,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",4.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",5.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",6,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",6.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",7,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",7.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",8,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",8.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",9,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",9.5,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",10,4,4
20,"Akuvaara",69.12326,27.67406,170,"Europe",10.5,8,8
24,"Alexander Lake",53.3,-60.54,143,"North America",4,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",4.5,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",5,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",5.5,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",6,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",6.5,4,4
24,"Alexander Lake",53.3,-60.54,143,"North America",7,4,4
31,"Alut Lake",60.14,152.33,480,"Asia",8,8,6
31,"Alut Lake",60.14,152.33,480,"Asia",8.5,8,4
31,"Alut Lake",60.14,152.33,480,"Asia",9,8,4
31,"Alut Lake",60.14,152.33,480,"Asia",9.5,8,6
31,"Alut Lake",60.14,152.33,480,"Asia",10,8,6
31,"Alut Lake",60.14,152.33,480,"Asia",10.5,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",11,8,4
31,"Alut Lake",60.14,152.33,480,"Asia",11.5,8,4
31,"Alut Lake",60.14,152.33,480,"Asia",12,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",13.5,8,4
31,"Alut Lake",60.14,152.33,480,"Asia",15.5,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",17,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",18.5,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",19.5,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",20.5,8,8
31,"Alut Lake",60.14,152.33,480,"Asia",21,8,8
32,"Amarete",-15.2333,-68.9833,4000,"South America",0,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",0.5,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",1,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",2,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",2.5,8,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",3.5,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",4,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",4.5,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",5,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",6,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",6.5,6,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",7,8,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",8,8,3
32,"Amarete",-15.2333,-68.9833,4000,"South America",10.5,8,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",1.5,3,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",2,3,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",2.5,3,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",4.5,3,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",5,3,3
33,"Amba River Exposure 596",43.31667,131.8167,5,"Asia",5.5,3,3
69,"Amguema River Valley Exposure 2",67.66667,178.6,87,"Asia",2,3,8
69,"Amguema River Valley Exposure 2",67.66667,178.6,87,"Asia",2.5,3,8
69,"Amguema River Valley Exposure 2",67.66667,178.6,87,"Asia",3,3,8
200,"Amtkel",43.26806,41.30833,1830,"Europe",0,3,3
200,"Amtkel",43.26806,41.30833,1830,"Europe",0.5,3,3
200,"Amtkel",43.26806,41.30833,1830,"Europe",1,3,3
200,"Amtkel",43.26806,41.30833,1830,"Europe",1.5,3,3
200,"Amtkel",43.26806,41.30833,1830,"Europe",2,3,3
202,"Anderson Lake",46.41667,-92.7167,339,"North America",11.5,3,3
202,"Anderson Lake",46.41667,-92.7167,339,"North America",12,3,3
202,"Anderson Lake",46.41667,-92.7167,339,"North America",12.5,4,3
203,"Anderson Pond",36.03,-85.5,303,"North America",0,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",0.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",1,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",1.5,2,6
203,"Anderson Pond",36.03,-85.5,303,"North America",2,2,6
203,"Anderson Pond",36.03,-85.5,303,"North America",3,2,6
203,"Anderson Pond",36.03,-85.5,303,"North America",4,2,6
203,"Anderson Pond",36.03,-85.5,303,"North America",5,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",5.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",6.5,3,2
203,"Anderson Pond",36.03,-85.5,303,"North America",7.5,3,2
203,"Anderson Pond",36.03,-85.5,303,"North America",8.5,3,2
203,"Anderson Pond",36.03,-85.5,303,"North America",10,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",11,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",11.5,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",12.5,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",14,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",14.5,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",15,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",15.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",16,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",16.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",17,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",17.5,3,3
203,"Anderson Pond",36.03,-85.5,303,"North America",18,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",18.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",19,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",19.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",20,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",20.5,3,6
203,"Anderson Pond",36.03,-85.5,303,"North America",21,3,3
204,"Andree Bog",45.725,-93.25,300,"North America",9.5,3,3
204,"Andree Bog",45.725,-93.25,300,"North America",10,3,3
204,"Andree Bog",45.725,-93.25,300,"North America",11.5,3,3
204,"Andree Bog",45.725,-93.25,300,"North America",12,4,3
204,"Andree Bog",45.725,-93.25,300,"North America",12.5,3,3
204,"Andree Bog",45.725,-93.25,300,"North America",13,4,3
204,"Andree Bog",45.725,-93.25,300,"North America",13.5,4,3
206,"Andy Lake",64.64,-128.08,1360,"North America",0,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",0.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",1,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",1.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",2,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",2.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",3,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",3.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",4,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",4.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",5.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",6,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",6.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",7,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",7.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",8,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",8.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",9,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",9.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",10,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",10.5,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",11,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",12,4,4
206,"Andy Lake",64.64,-128.08,1360,"North America",13,8,4
208,"Angal Lake",67.13,-153.9,820,"North America",0,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",0.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",1,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",1.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",2,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",2.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",3,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",3.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",4,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",4.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",5.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",6,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",6.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",7,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",7.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",8,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",8.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",9,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",9.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",10.5,4,6
208,"Angal Lake",67.13,-153.9,820,"North America",11.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",12,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",12.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",13.5,4,6
208,"Angal Lake",67.13,-153.9,820,"North America",14,8,4
208,"Angal Lake",67.13,-153.9,820,"North America",14.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",15.5,4,8
208,"Angal Lake",67.13,-153.9,820,"North America",16,6,8
208,"Angal Lake",67.13,-153.9,820,"North America",16.5,6,8
208,"Angal Lake",67.13,-153.9,820,"North America",17,8,8
209,"Lac à l'Ange",47.48,-70.68,648,"North America",0,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",0.5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",1,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",2,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",3,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",4,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",6.5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",7,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",7.5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",8.5,4,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",9.5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",10,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",10.5,3,3
209,"Lac à l'Ange",47.48,-70.68,648,"North America",11,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",11.5,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",12,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",12.5,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",13,8,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",13.5,8,6
209,"Lac à l'Ange",47.48,-70.68,648,"North America",14,8,8
209,"Lac à l'Ange",47.48,-70.68,648,"North America",14.5,3,8
209,"Lac à l'Ange",47.48,-70.68,648,"North America",15,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",15.5,3,4
209,"Lac à l'Ange",47.48,-70.68,648,"North America",16,3,4
210,"Antelope Playa",43.5,-105.45,1450,"North America",0,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",0.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",1,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",1.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",2,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",2.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",3,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",3.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",4,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",4.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",5.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",7,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",7.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",8.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",9,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",9.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",10.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",11.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",12.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",14,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",14.5,6,3
210,"Antelope Playa",43.5,-105.45,1450,"North America",16,6,4
210,"Antelope Playa",43.5,-105.45,1450,"North America",16.5,6,6
212,"Lago do Aquiri",-3.16,-45.01,10,"South America",7,1,1
212,"Lago do Aquiri",-3.16,-45.01,10,"South America",7.5,1,1
212,"Lago do Aquiri",-3.16,-45.01,10,"South America",8,1,1
212,"Lago do Aquiri",-3.16,-45.01,10,"South America",8.5,1,1
214,"Arrington Marsh",39.495,-95.5267,280,"North America",19.5,3,3
214,"Arrington Marsh",39.495,-95.5267,280,"North America",20,3,3
214,"Arrington Marsh",39.495,-95.5267,280,"North America",20.5,3,3
214,"Arrington Marsh",39.495,-95.5267,280,"North America",21,3,4
215,"Arts Lough",52.95,-6.43333,490,"Europe",0.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",1.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",2,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",2.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",3,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",3.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",4,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",4.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",5.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",6,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",6.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",7,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",8,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",9.5,3,3
215,"Arts Lough",52.95,-6.43333,490,"Europe",11.5,3,4
215,"Arts Lough",52.95,-6.43333,490,"Europe",12,8,6
219,"Lac des Atocas",45.54,-73.31,114,"North America",0,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",0.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",1,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",1.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",2,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",2.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",3,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",3.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",4,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",4.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",5.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",6,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",6.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",7,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",7.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",8,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",8.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",9,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",9.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",10,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",10.5,3,3
219,"Lac des Atocas",45.54,-73.31,114,"North America",11,3,4
219,"Lac des Atocas",45.54,-73.31,114,"North America",11.5,3,4
219,"Lac des Atocas",45.54,-73.31,114,"North America",12,3,4
219,"Lac des Atocas",45.54,-73.31,114,"North America",12.5,3,4
219,"Lac des Atocas",45.54,-73.31,114,"North America",13,3,4
219,"Lac des Atocas",45.54,-73.31,114,"North America",14,4,3
221,"Axe Lake",45.39,-79.5,323,"North America",0,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",0.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",1,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",1.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",2,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",2.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",3,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",3.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",4,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",4.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",5.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",6,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",6.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",7,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",7.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",8,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",8.5,4,3
221,"Axe Lake",45.39,-79.5,323,"North America",9,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",9.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",10,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",10.5,3,3
221,"Axe Lake",45.39,-79.5,323,"North America",11,3,4
221,"Axe Lake",45.39,-79.5,323,"North America",11.5,3,4
224,"Baird Inlet [Rock Basin Lake]",78.49167,-76.78,295,"North America",0,8,8
224,"Baird Inlet [Rock Basin Lake]",78.49167,-76.78,295,"North America",0.5,8,8
224,"Baird Inlet [Rock Basin Lake]",78.49167,-76.78,295,"North America",1,8,8
